tool	ground_truth_percentile	TPR_annotated	TPR_unannotated	TPR_all	FDR_all	F1_all
IsoQuant	57	0.9775840597758406	0.5392670157068062	0.8933601609657947	0.015521064301552107	0.9367088607594937
IsoQuant	60	0.9773013871374527	0.57	0.8952668680765358	0.016592920353982302	0.9372693726937269
IsoQuant	63	0.9806060606060606	0.5798816568047337	0.9124748490945674	0.0065717415115005475	0.951232302045097
IsoQuant	66	0.9939903846153846	0.577639751552795	0.9264853977844915	0.0032502708559046588	0.9603340292275574
IsoQuant	69	0.9902794653705954	0.6257309941520468	0.9275653923541247	0.014957264957264958	0.9554404145077721
IsoQuant	72	0.987012987012987	0.6938775510204082	0.9436619718309859	0.010548523206751054	0.9660144181256437
IsoQuant	75	0.9903961584633854	0.61875	0.9305135951661632	0.004310344827586207	0.9619989588755856
IsoQuant	78	0.9916864608076009	0.7171052631578947	0.9496981891348089	0.00631578947368421	0.9711934156378601
IsoQuant	81	0.9906542056074766	0.6861313868613139	0.9486404833836858	0.00946372239747634	0.9691358024691358
IsoQuant	84	0.9882903981264637	0.7428571428571429	0.9537223340040242	0.0125	0.970317297850563
IsoQuant	87	0.9940758293838863	0.7	0.9496981891348089	0.0031678986272439284	0.9726944873776404
IsoQuant	90	0.996547756041427	0.6935483870967742	0.9587109768378651	0.0020964360587002098	0.977914740626605
IsoQuant	93	0.996594778660613	0.6991150442477876	0.9627766599597586	0.007261410788381743	0.9775280898876404
IsoQuant	99	0.9988276670574443	0.7588652482269503	0.9647887323943662	0.005186721991701245	0.9795709908069459
IsoQuant + StringTie2	0	0.4949238578680203	0.0048543689320388345	0.3933601609657948	0.007614213197969543	0.5634005763688761
IsoQuant + StringTie2	3	0.5026109660574413	0.0043859649122807015	0.38832997987927564	0.005154639175257732	0.5586107091172214
IsoQuant + StringTie2	6	0.5038659793814433	0.009216589861751152	0.3957703927492447	0.005063291139240506	0.5662824207492796
IsoQuant + StringTie2	9	0.6067114093959731	0.04819277108433735	0.46680080482897385	0.006423982869379015	0.6351813826146475
IsoQuant + StringTie2	12	0.7158469945355191	0.05343511450381679	0.5412474849094567	0.003703703703703704	0.7014341590612777
IsoQuant + StringTie2	15	0.7804232804232805	0.05485232067510549	0.6072507552870091	0.006589785831960461	0.75375
IsoQuant + StringTie2	18	0.7745740498034076	0.10822510822510822	0.6197183098591549	0.017543859649122806	0.7600246761258482
IsoQuant + StringTie2	21	0.8456464379947229	0.14042553191489363	0.6787512588116817	0.011730205278592375	0.8047761194029851
IsoQuant + StringTie2	24	0.840877914951989	0.1660377358490566	0.6609657947686117	0.0075528700906344415	0.7934782608695652
IsoQuant + StringTie2	27	0.8811475409836066	0.1984732824427481	0.7012072434607646	0.005706134094151213	0.8224188790560472
IsoQuant + StringTie2	30	0.8952380952380953	0.2054263565891473	0.716012084592145	0.0014044943820224719	0.8340175953079179
IsoQuant + StringTie2	33	0.9019607843137255	0.28820960698689957	0.7605633802816901	0.014341590612777053	0.858603066439523
IsoQuant + StringTie2	36	0.9044502617801047	0.37554585152838427	0.7824773413897281	0.012706480304955527	0.8730337078651685
IsoQuant + StringTie2	39	0.9396782841823056	0.43548387096774194	0.8138832997987927	0.019393939393939394	0.8894997251236944
IsoQuant + StringTie2	42	0.9238709677419354	0.4474885844748858	0.8189134808853119	0.022809123649459785	0.8910782703886152
IsoQuant + StringTie2	45	0.9569620253164557	0.4827586206896552	0.8600201409869084	0.01726121979286536	0.9172932330827067
IsoQuant + StringTie2	48	0.9509433962264151	0.4623115577889447	0.8531187122736419	0.02304147465437788	0.9108485499462943
IsoQuant + StringTie2	51	0.951948051948052	0.5560538116591929	0.8630412890231621	0.03490990990990991	0.911217437533227
IsoQuant + StringTie2	54	0.9449877750611247	0.6193181818181818	0.8873239436619719	0.0350109409190372	0.9245283018867925
