UMAP_1	UMAP_2	label
2.613245045791552	-10.319452188692047	IGROV-1
8.272270238052293	-4.667570493898346	IGROV-1
5.361627137313769	-11.839424036226227	IGROV-1
5.768807446609423	-12.691029451570465	IGROV-1
-13.385383570541457	-3.3956705553149713	COV504
5.0556316729888175	-11.567445657930328	IGROV-1
-12.154528582443312	-2.395057342729522	COV504
2.349227940689013	12.085369207181976	SK-OV-3
2.9609823581084465	12.333555318632172	SK-OV-3
1.4843299743041252	10.79607210330014	SK-OV-3
-14.578124964584426	-3.194723032197906	COV504
-14.14597889219673	-3.47020544835086	COV504
10.760363614211961	-5.448105238161041	IGROV-1
2.7297132369384025	12.13955698184018	SK-OV-3
2.5925274249419425	-10.310835741243316	IGROV-1
1.8367188330992912	12.806014158048676	SK-OV-3
4.467814004074023	-10.662432573518707	IGROV-1
-13.450318301071242	-1.9474748594378961	COV504
8.963094746719285	-3.8039888364886774	IGROV-1
9.668285405288621	-4.938153646669342	IGROV-1
4.778047120223925	-11.39577188321109	IGROV-1
-13.247181856979445	-2.920800350389434	COV504
2.983759438644335	12.526106931486176	SK-OV-3
10.563715016494676	-4.656305216035797	IGROV-1
1.509069716583178	10.748526670255707	SK-OV-3
5.663414513717577	-12.080656908235504	IGROV-1
4.869271313796923	-12.094838045320465	IGROV-1
3.907610451827929	12.200001813688324	SK-OV-3
10.156348263870164	-5.199054144105865	IGROV-1
5.30221036637871	-12.092534921846344	IGROV-1
-13.991754496444777	-1.3551498872851861	COV504
-14.02399345671089	-1.3873260242557062	COV504
8.584849393020555	-4.315609358034088	IGROV-1
-10.857334101547316	-1.3878258688067926	COV504
8.044918095718309	-4.322936914644195	IGROV-1
-13.461209261764601	-3.443204544267608	COV504
4.134454762588427	-10.354320429048492	IGROV-1
3.566785370956347	11.534460164823578	SK-OV-3
-13.304468119491652	-2.9663447362994684	COV504
11.438309704910203	-6.06662788220401	IGROV-1
10.428984677444383	-4.626919649324371	IGROV-1
3.6261082049712394	9.536047078886078	SK-OV-3
5.7797408458098625	-11.39308633633609	IGROV-1
2.836309468398974	-10.30623330899234	IGROV-1
-13.950880968917922	-1.827708504877044	COV504
5.811150109420702	-11.385167024812652	IGROV-1
5.864527737747118	-12.500870607576324	IGROV-1
3.9788890239104484	-10.220601938447906	IGROV-1
3.6034312602385734	8.591001607694672	SK-OV-3
3.9583835955962394	12.24253664187436	SK-OV-3
2.954844748626635	-10.186833284578277	IGROV-1
-13.44724842344673	-3.1487039548968805	COV504
5.778531109939501	-11.387888811311676	IGROV-1
2.8753342982634758	8.805333234586762	SK-OV-3
0.6181195136412834	13.41805753878598	SK-OV-3
0.99525133336632	14.267284490385101	SK-OV-3
3.1783433314666008	9.28095922640805	SK-OV-3
10.071503674636766	-5.393199346742584	IGROV-1
-13.743596995224074	-3.53443040677066	COV504
1.9048068877562736	10.196440793790863	SK-OV-3
11.119810139785692	-4.800382517061188	IGROV-1
7.890163457046435	-4.444970510683014	IGROV-1
10.05082515443413	-5.021372221193268	IGROV-1
-14.379688227523879	-2.0075736267184747	COV504
-12.654057467331008	-0.9295569879626765	COV504
8.779376065383836	-4.343627355775787	IGROV-1
-13.684806788314894	-1.5770048124408258	COV504
9.76725581849663	-4.25436391659732	IGROV-1
2.118341719757006	10.929462529935883	SK-OV-3
7.79605392182915	-4.447358988008453	IGROV-1
-12.743835413803176	-1.9578480941867364	COV504
0.5857457276686882	13.83408651522641	SK-OV-3
8.764025723586961	-4.2105196935748594	IGROV-1
4.6123333331450675	-10.53425779171939	IGROV-1
3.315038716445849	10.316147901334809	SK-OV-3
2.088744437347338	9.1958151834393	SK-OV-3
1.8171034213408683	10.474132634916351	SK-OV-3
-13.202209437240676	-1.1357945425128473	COV504
3.5646105166777824	-11.66077318020816	IGROV-1
4.759999310623095	-11.441189668855621	IGROV-1
4.233685052047655	-10.718959711275055	IGROV-1
1.7274694796904777	11.232773877897309	SK-OV-3
11.093932187210008	-4.409927747926666	IGROV-1
4.702120339523241	-10.668014429292633	IGROV-1
4.021527802596972	-11.379903696260406	IGROV-1
5.586433446060107	-12.612527750215484	IGROV-1
4.604899441848681	-10.681216142854645	IGROV-1
-12.601612055648879	-2.9988514406299127	COV504
3.545639073501513	8.662884809293793	SK-OV-3
11.18276694978325	-5.911544702730133	IGROV-1
11.359029805313035	-4.635620020112945	IGROV-1
5.77211478913872	-11.395488641939117	IGROV-1
10.504416501174852	-4.586981199464752	IGROV-1
8.74326328004448	-3.9664288980578912	IGROV-1
5.823940789352343	-12.232934854707672	IGROV-1
2.172601973663256	10.984330274381684	SK-OV-3
10.757878338943407	-5.51410045453067	IGROV-1
3.7221384402617668	12.308199979581879	SK-OV-3
4.9005413409575675	-10.553535364351227	IGROV-1
11.472029721389696	-5.841114423952057	IGROV-1
3.3467829581603263	7.9300442712688906	SK-OV-3
2.5565145369872306	12.174229718961762	SK-OV-3
4.630706345687792	-10.506395242891266	IGROV-1
4.7977018710479	-11.522758386812164	IGROV-1
-13.950545275558547	-2.9338199121570123	COV504
-13.755902254928664	-1.5756030304049982	COV504
-10.186456644882277	-2.199697874269439	COV504
-13.640108073104933	-3.591211937150909	COV504
10.36344150270073	-4.554819486818268	IGROV-1
3.8410807010039543	11.334946729459809	SK-OV-3
-11.93602081571968	-3.42609562703128	COV504
3.8851204272612785	-10.660076044282867	IGROV-1
3.1305642482146476	12.402664281644867	SK-OV-3
-12.507828677047804	-3.9729601366137994	COV504
8.900314366470262	-4.2099846822833555	IGROV-1
-11.813343012680129	-1.5676336509799493	COV504
-13.028262102951125	-4.019821546754791	COV504
-12.332706416000441	-2.117231748781158	COV504
3.3475861903533195	-10.368046663484527	IGROV-1
4.919516598831103	-11.636752985200836	IGROV-1
-13.443947756637648	-3.1748267633533014	COV504
-12.344705546249465	-3.9426912290668024	COV504
10.682112729202196	-4.672339819154693	IGROV-1
-14.402783358444289	-3.023559950075103	COV504
4.940912758956835	-10.666042230806305	IGROV-1
10.876032864700242	-5.46096267529483	IGROV-1
-13.843189204086379	-1.4539545995807184	COV504
8.788928067336961	-4.2714470846271055	IGROV-1
10.875564610610887	-5.772582910737945	IGROV-1
2.018250739227221	10.688970662870453	SK-OV-3
8.051669156204149	-4.563574217042877	IGROV-1
-12.544634783615187	-3.6390742284869684	COV504
2.362340962539599	11.002108670988129	SK-OV-3
4.673793828140185	-11.46827115841861	IGROV-1
0.816451227317736	13.101502515592621	SK-OV-3
5.888905560623095	-12.455325983247711	IGROV-1
11.02324489320366	-5.783125303468658	IGROV-1
9.011673009048387	-3.7660602552508844	IGROV-1
3.1342726107939933	12.18490610293393	SK-OV-3
2.8883066531523918	8.00348291567807	SK-OV-3
4.923018014083788	-10.59760179348941	IGROV-1
7.89430717195122	-4.423172853670074	IGROV-1
8.847629582534715	-4.173157594881012	IGROV-1
3.2939978000029777	10.920422651090668	SK-OV-3
-13.120592081893996	-0.9886850339984431	COV504
2.4120767470702384	10.828496076383637	SK-OV-3
-14.421174967636183	-3.2293478471850885	COV504
-13.354320490707472	-2.711818121156646	COV504
-14.80293747221382	-1.8761655313586725	COV504
-14.711871111740187	-1.7433853370761407	COV504
5.033454930435107	-11.697059534273102	IGROV-1
1.8484852668151115	12.811358548917816	SK-OV-3
5.354107892166064	-12.507400415620758	IGROV-1
10.934060132156297	-5.7239335996722716	IGROV-1
3.6067510005339836	8.609258748807953	SK-OV-3
4.104914700637743	-10.62594594784732	IGROV-1
-12.366415942062453	-2.4982875806903375	COV504
9.977552449356004	-4.973668478212311	IGROV-1
2.7839005347594474	8.969387151517914	SK-OV-3
1.0385988112792228	13.454012967863129	SK-OV-3
3.9215374347075675	11.754469014921234	SK-OV-3
3.456762826095507	11.467126943388031	SK-OV-3
5.777242219100878	-11.399841211519195	IGROV-1
9.440454518447801	-3.9899634344195856	IGROV-1
-14.438427889694289	-3.2677761537646783	COV504
10.914213215957567	-5.421102426729156	IGROV-1
3.9865074511870597	-10.15451326199527	IGROV-1
5.69793323243706	-12.69944562741275	IGROV-1
9.371637379775926	-3.916524790010406	IGROV-1
-14.419792139877394	-2.864156625947906	COV504
10.838171994338914	-6.254937551698639	IGROV-1
9.444598233352586	-4.728580377778961	IGROV-1
-14.565605128158644	-2.473933599672271	COV504
9.712620770584032	-5.326663397035553	IGROV-1
-13.555273974289015	-3.8430005533313287	COV504
-13.256532633651808	-1.0565283519839777	COV504
-14.49797149931343	-3.09042348690982	COV504
9.835733449111864	-3.674197099885894	IGROV-1
11.107980763564989	-5.465547941408111	IGROV-1
3.8675966616973136	-11.83090486355777	IGROV-1
-14.62642093931587	-1.9638270361041559	COV504
11.233035123001024	-5.106022737703277	IGROV-1
9.821003949294969	-5.147205732545807	IGROV-1
10.435327565322801	-3.6550463659381403	IGROV-1
11.161742245803758	-4.602247141084625	IGROV-1
2.905833518157885	7.884654619016693	SK-OV-3
5.021362340103075	-10.687747858247711	IGROV-1
3.3524506446227287	10.25080022982602	SK-OV-3
10.678811108718797	-4.79104604550357	IGROV-1
3.330340420852587	-10.719019792756988	IGROV-1
-14.30005832945259	-2.2474946004962457	COV504
-10.207394564498976	-2.2225026113605035	COV504
3.469787156234667	8.132166959562348	SK-OV-3
3.420901810775683	11.46640787295346	SK-OV-3
3.1663194056853508	10.639806844511078	SK-OV-3
-12.927616083969191	-1.9752295238589777	COV504
3.754916703353808	12.294433690824555	SK-OV-3
2.38795951570122	11.146944143095062	SK-OV-3
-12.520650828231886	-1.8499171955203546	COV504
3.8868646975859855	12.157176114835785	SK-OV-3
-14.678695643295363	-1.8125817997073663	COV504
0.6394547578200553	13.925850965299652	SK-OV-3
10.780061757217332	-5.621912859163238	IGROV-1
1.580818926940844	10.802856542387055	SK-OV-3
3.1143005248412345	-10.678423784456207	IGROV-1
5.701704537521288	-12.48172273465152	IGROV-1
11.145375287185594	-4.4344905836200255	IGROV-1
3.322438037048266	12.285365201749848	SK-OV-3
5.773612057815478	-12.268987558565094	IGROV-1
-12.755516970504836	-1.9729268772220148	COV504
4.702073132644579	-11.290434740266754	IGROV-1
-12.762212717880324	-1.0178053600406183	COV504
-12.657513583053664	-1.9238568765735162	COV504
4.1454754229888175	-11.465767763338043	IGROV-1
-11.77235885893257	-3.3908184988116754	COV504
-10.916028941024855	-2.8700946790790094	COV504
10.720291173110887	-5.527280710420563	IGROV-1
5.605262791763232	-11.187101267061188	IGROV-1
3.3097157832488273	7.974483587064789	SK-OV-3
3.9277115222319816	11.92925081423764	SK-OV-3
-13.134584391464308	-3.8392158968066705	COV504
2.754555499206469	-10.500985048494293	IGROV-1
10.863462483535692	-4.560344122133209	IGROV-1
9.032367741714403	-3.767253778657867	IGROV-1
3.580054318557665	8.654110051908539	SK-OV-3
-10.25014492308052	-2.0845681650256647	COV504
2.761337315689013	9.824664212980316	SK-OV-3
4.171229397903368	-11.285451791963531	IGROV-1
8.153723752151414	-4.631158731660797	IGROV-1
-12.12744804655464	-1.9882456285571588	COV504
8.075808560501024	-4.3828572256183165	IGROV-1
3.505559956680224	-11.616682909212066	IGROV-1
9.521337544570848	-3.836750171861602	IGROV-1
3.21830037797539	12.160086728849457	SK-OV-3
5.035071885238573	-10.710471056184723	IGROV-1
2.8891563769683097	9.215037442960785	SK-OV-3
3.6761036273345207	12.306666471281098	SK-OV-3
-12.930448496688918	-3.748861692628814	COV504
3.237524306426928	-11.188710115632965	IGROV-1
8.771218335281297	-4.508940122804596	IGROV-1
11.08372310365288	-4.41447772809024	IGROV-1
11.43574718202202	-5.338974378786041	IGROV-1
-13.357411349166945	-2.5053891164874567	COV504
2.926949298034594	8.458969213285492	SK-OV-3
3.5694375392302726	9.60332307986264	SK-OV-3
10.964995419631883	-5.787655733308746	IGROV-1
-12.309473002304152	-2.2542358858203424	COV504
1.6494982596739982	12.532672979154633	SK-OV-3
8.993171727310106	-3.8148764593219293	IGROV-1
1.6962137576445793	13.330638982572601	SK-OV-3
11.494671857009813	-4.901512048921539	IGROV-1
2.465713536392138	11.3552447336102	SK-OV-3
-12.968709910263136	-3.7743126375293268	COV504
-12.414283717025832	-1.8532502872561945	COV504
10.590467488418504	-5.496682069978668	IGROV-1
-12.414840662826613	-3.910395525178863	COV504
-10.765171969284133	-2.8231166822528375	COV504
-14.472754443039015	-1.4212255699252618	COV504
1.8431768771514152	12.789715863981293	SK-OV-3
-12.532418215622023	-2.971426628313018	COV504
-13.703056300033644	-3.1564272863482965	COV504
-13.920630419601515	-1.4814567787265314	COV504
3.6433983203276847	8.40793619326596	SK-OV-3
3.4855561610564445	11.568182088651703	SK-OV-3
0.7756198998793815	13.618432142057465	SK-OV-3
3.5099625941619133	12.092043973722504	SK-OV-3
8.52349952424614	-4.461730859956695	IGROV-1
10.227022206436082	-5.1723774892901915	IGROV-1
2.9179156180724357	11.928747274198578	SK-OV-3
9.560549771438524	-4.438925646028473	IGROV-1
5.1688189860686515	-12.342804811677887	IGROV-1
-10.354375803817824	-1.7125916702365411	COV504
-13.522462809433058	-1.9871515256976617	COV504
-13.373764002670363	-3.4826456529712213	COV504
3.2673039790496086	-11.192308328828766	IGROV-1
10.40887836183159	-4.795672796449615	IGROV-1
1.8362455722197746	10.078304387846039	SK-OV-3
3.7009415980681633	-11.723267458162262	IGROV-1
0.6352331992491935	13.892231084623383	SK-OV-3
-12.857813799728468	-2.371088884553863	COV504
3.2298241015776847	10.732939817228363	SK-OV-3
-12.50048729216011	-2.925598285875274	COV504
-14.524805987228468	-2.579450987062408	COV504
10.883177792678758	-5.122463129243805	IGROV-1
11.532109295974657	-4.957826517305328	IGROV-1
1.7596252318724845	9.956413366117523	SK-OV-3
-10.770997012008742	-1.6304916364764703	COV504
-13.67824264799507	-1.6041790468310846	COV504
-12.429118121017531	-1.7354073745822443	COV504
3.955210721145556	12.207338430204437	SK-OV-3
1.2293295022353385	13.726437665739105	SK-OV-3
1.4783697482451652	14.000069715299652	SK-OV-3
1.9391737338408683	9.740246869840668	SK-OV-3
2.8414121028289054	8.955479718961762	SK-OV-3
-12.35057922636421	-0.9052932483768	COV504
1.854010378967211	11.479027845182465	SK-OV-3
5.492765938888476	-12.550118349275543	IGROV-1
4.879055058608935	-12.098089121065094	IGROV-1
-12.38037773405464	-2.203256986818267	COV504
1.9220872279509758	9.504423238554047	SK-OV-3
-12.729713404525832	-1.0532573682879938	COV504
-13.409917796005324	-2.546250961503936	COV504
1.501372611175463	13.899480916776703	SK-OV-3
2.3572104331359123	11.162677861967133	SK-OV-3
-10.998562777389601	-1.7172665817355646	COV504
3.037987029205248	10.028214551725434	SK-OV-3
-14.193611109603957	-1.871831081590606	COV504
2.8713453170165275	8.980763532438324	SK-OV-3
3.094948804031298	10.95016203097348	SK-OV-3
4.857219731460497	-10.651959322175934	IGROV-1
8.843441044937059	-4.253799818239166	IGROV-1
10.305886304031297	-5.025067232332184	IGROV-1
5.8059931155547355	-12.331849954805328	IGROV-1
1.6539974566802238	10.096695043363617	SK-OV-3
-13.84486862455757	-2.942471883974029	COV504
8.169929539810106	-4.580710790834381	IGROV-1
1.4865486976012443	10.603895284452484	SK-OV-3
-13.85209747587593	-1.3481650573825372	COV504
-12.40282532011421	-2.1152545435046686	COV504
5.0538287516936515	-11.310628793916656	IGROV-1
-14.589386904586867	-3.2509826643085016	COV504
11.0746736880645	-5.962088964662506	IGROV-1
5.682036912094042	-12.115673921785309	IGROV-1
3.3661978598937248	12.295604802885101	SK-OV-3
10.541854893814012	-5.441652200899078	IGROV-1
-12.44716640745552	-1.413507245264007	COV504
-11.563235247482375	-1.6351599914645685	COV504
11.012023961196824	-5.7584017736529844	IGROV-1
-13.546418154586867	-3.7069498521899713	COV504
10.158886944900438	-5.243528269014313	IGROV-1
9.671192204605028	-5.029490373811676	IGROV-1
9.025852238784715	-4.875533483705475	IGROV-1
-14.439151728500441	-2.606405399522735	COV504
-14.247594797958449	-3.3949758035754694	COV504
1.0688187238082145	14.281306363859223	SK-OV-3
11.12676337922661	-4.408762357912018	IGROV-1
0.7824561950072502	13.48233041934018	SK-OV-3
1.7780983802184318	12.849893667020844	SK-OV-3
-12.915173495163039	-3.015735767564727	COV504
9.71643451417534	-5.024543188295318	IGROV-1
11.16742042268364	-6.079131506166412	IGROV-1
-14.753651583541945	-1.899471543512298	COV504
1.599622761856005	10.306417562284516	SK-OV-3
-10.438843691696242	-1.6421032173251642	COV504
2.333894049774096	11.915235616483734	SK-OV-3
1.71051434243767	10.839913465299652	SK-OV-3
10.510376011978074	-4.505330942354156	IGROV-1
-13.661941492904738	-3.5792879087543024	COV504
1.9930544253691886	12.389769651212738	SK-OV-3
-14.437545740951613	-2.6244844419574274	COV504
3.5518408175811027	9.638560392179535	SK-OV-3
-14.501913988937453	-1.4727049095248712	COV504
-14.451976740707472	-3.1689506990527643	COV504
-14.519209826339797	-1.5806577427005304	COV504
10.919422185073778	-5.733610056123688	IGROV-1
-14.05248352323921	-2.825871608934356	COV504
-11.02321335112007	-1.6930570823764337	COV504
-14.368342364181593	-3.265974901399566	COV504
-13.625349963058547	-1.6145637256717218	COV504
-12.917554819931105	-1.9321038944339288	COV504
-12.970776522506789	-2.437757871828033	COV504
-12.445499384750441	-1.8283570034122003	COV504
11.510450398574754	-5.842049978456451	IGROV-1
-12.403691256393508	-2.4819163305377496	COV504
3.039728200088427	7.770714856901215	SK-OV-3
5.697745835433886	-12.500244043550445	IGROV-1
5.7796235438689445	-12.647864244661285	IGROV-1
5.875057732711718	-12.326325319490387	IGROV-1
5.549703633438036	-11.889693163118316	IGROV-1
2.014173066268847	9.535212613859223	SK-OV-3
-11.845560038436965	-1.5652317030047906	COV504
5.775645768295214	-12.678553484163238	IGROV-1
-13.973478281845168	-1.2558824045276178	COV504
3.406575715194628	-10.983237169465973	IGROV-1
-14.395414317001418	-2.0774597150897516	COV504
-13.174413645614699	-3.1121944410419	COV504
8.866040265212938	-4.18762340374942	IGROV-1
-14.334095919479445	-1.8358377439593805	COV504
-13.556739771713332	-3.850318096361114	COV504
-13.449709856857375	-2.4849697572803033	COV504
0.8037234898909782	13.201150991239594	SK-OV-3
-12.600145304550246	-0.9040593130206599	COV504
-14.755162203659133	-1.7921780569171442	COV504
-12.45843120848091	-1.3023443443393243	COV504
7.80601314271538	-4.445391081056549	IGROV-1
7.7619305011138175	-4.424837492189361	IGROV-1
1.7478783484801506	13.442674733915375	SK-OV-3
1.1986312028273796	13.270631887235687	SK-OV-3
-11.296573603500441	-2.257186077318145	COV504
-10.253811800827101	-1.8705682975863946	COV504
0.8908838387831901	13.606001951017426	SK-OV-3
-13.115438425888136	-1.8960982782458795	COV504
-13.74788090025337	-1.6165851575946344	COV504
3.281594073425219	10.005856611051605	SK-OV-3
-13.15388675962837	-0.8452422244166865	COV504
5.674372231613085	-12.661171816072418	IGROV-1
3.534251248489306	11.50020322970395	SK-OV-3
1.4852033015593742	10.731614209928559	SK-OV-3
-12.94630905424507	-3.730937860689117	COV504
11.463147198806688	-6.008699320039703	IGROV-1
-14.338546717514113	-1.4770572406863702	COV504
-13.854689562667922	-2.448899410448028	COV504
-14.129103625167922	-3.4779349786853326	COV504
4.321025406967089	-11.683769128999664	IGROV-1
1.139911806236193	14.223098851957367	SK-OV-3
-12.902755701889113	-3.7513648492908014	COV504
2.412958180557177	11.19662485293393	SK-OV-3
1.678867613922045	11.17208872012143	SK-OV-3
2.4002154227599357	12.176596738615082	SK-OV-3
-14.536209071029738	-3.13299145527835	COV504
1.2095175143584465	13.60083398989682	SK-OV-3
-10.1841153744355	-2.241342447481109	COV504
5.334579503189013	-12.107872865877106	IGROV-1
-14.921124422897414	-2.1704915983294977	COV504
3.5929427501067375	-11.43545522519107	IGROV-1
2.246548211227343	10.673531629362152	SK-OV-3
3.389934098373339	11.684043981351898	SK-OV-3
8.05133441651909	-4.649668119630768	IGROV-1
9.963863408218309	-5.188750646791412	IGROV-1
9.725684201370164	-4.869450948915436	IGROV-1
-14.483239138473586	-3.1599654180621637	COV504
1.002412593017504	14.373185254850434	SK-OV-3
-12.679379427780226	-4.044823072633697	COV504
1.757912432800219	10.745761014738129	SK-OV-3
-14.85287758146675	-2.227341793260528	COV504
3.6807184573516105	11.598932363309906	SK-OV-3
-12.200776064743117	-1.375525854310943	COV504
-13.552075350631789	-3.442826889238311	COV504
3.349356925140307	8.265359975614594	SK-OV-3
-12.151832545150832	-3.0248519403552545	COV504
4.737975155960009	-11.581494234285309	IGROV-1
-13.53307720457466	-2.458388231477691	COV504
1.581934010635302	13.77335653475766	SK-OV-3
9.532062565933153	-4.438880346498443	IGROV-1
2.0505850669249748	11.102594472684906	SK-OV-3
5.346106087814257	-12.114201448640777	IGROV-1
-12.114926302780226	-2.445700309953643	COV504
2.109862362991259	10.426518537321137	SK-OV-3
10.555720364700242	-4.734741590700104	IGROV-1
-10.366317713607863	-1.7097959739779962	COV504
5.673360383163378	-12.515912912569	IGROV-1
8.656165158401414	-4.498886011323883	IGROV-1
-13.629699671615676	-1.6169007045840753	COV504
9.535884892593309	-4.002523325166656	IGROV-1
10.268115079055711	-5.615487001619293	IGROV-1
3.4130068179473136	11.284514524259613	SK-OV-3
-10.711399042953566	-2.764361761293365	COV504
-13.440557444442824	-3.633218429765655	COV504
0.6025141831740592	13.294089414396332	SK-OV-3
2.2606723662718986	9.138559438505219	SK-OV-3
5.762064492355273	-12.675526521882965	IGROV-1
5.64589408601372	-12.172013185701324	IGROV-1
11.455847775588914	-4.920549772462799	IGROV-1
9.76619151795952	-5.054951093873932	IGROV-1
-12.610902750839308	-0.913654289922668	COV504
-14.64110657011421	-1.5800460798358453	COV504
1.9402003642424797	10.04102239779477	SK-OV-3
-12.713923418869093	-3.656989477357818	COV504
1.4782443400725578	10.741134740629242	SK-OV-3
1.0841549989089225	14.258968450346039	SK-OV-3
-12.076299631942824	-1.4229885561084283	COV504
-13.097775423873976	-2.774827383241607	COV504
3.6682033892974113	-11.723093889436676	IGROV-1
3.721077954421923	-10.718906305513336	IGROV-1
5.494783913741991	-11.042886636934234	IGROV-1
2.8586094733580802	-10.613244913301422	IGROV-1
4.957084214340136	-12.049382112703277	IGROV-1
-13.937139475692824	-1.186902783594085	COV504
-12.502898180831984	-3.406365059099151	COV504
2.5190101024016593	10.81964502505307	SK-OV-3
2.484672820220873	8.929620839872406	SK-OV-3
3.5442414637908195	-11.215452097139313	IGROV-1
2.5650406237944816	-10.284566782197906	IGROV-1
2.5971684810027336	-10.412138841829254	IGROV-1
10.36747554505913	-4.546354196748688	IGROV-1
-12.474701845993117	-1.3397304041003717	COV504
11.591951405654832	-5.719437502107574	IGROV-1
8.237034833084032	-4.3818525297259825	IGROV-1
1.7540147658690666	12.802146055021332	SK-OV-3
2.1524565574034904	10.573386289396332	SK-OV-3
3.5147519465789054	8.558943845548676	SK-OV-3
-13.534024203170851	-2.6783431989764703	COV504
1.9949584361418937	10.868199445524262	SK-OV-3
0.9797492381438468	14.328628637113617	SK-OV-3
0.705473935256884	14.112114049711273	SK-OV-3
-12.354591334213332	-2.3995400888537897	COV504
2.9828918334349845	11.813327886381195	SK-OV-3
-10.970739329208449	-2.99728121586795	COV504
-12.710937464584426	-2.018432758531524	COV504
8.159174954543992	-4.687020681581451	IGROV-1
1.860005652557299	10.61614332369809	SK-OV-3
10.093275105606004	-5.461734674653961	IGROV-1
2.0807755347594474	9.80570802859311	SK-OV-3
2.8826320525511955	8.699377157011078	SK-OV-3
11.155671155105516	-6.1802228910541075	IGROV-1
-14.50262352262886	-1.3861345274066461	COV504
-13.890111887802199	-1.311164282045318	COV504
5.747576748977587	-12.711020372590973	IGROV-1
1.794240033279345	11.229391195097016	SK-OV-3
1.5131190177306388	10.561802961149262	SK-OV-3
1.6670396682128166	13.519361593046234	SK-OV-3
2.526282107482836	10.638842679777191	SK-OV-3
-11.251177752365187	-2.180603407106353	COV504
3.2825479861602043	-11.2357615453815	IGROV-1
3.6323337909087394	9.732844449796723	SK-OV-3
2.563470875869677	-10.328983209810211	IGROV-1
-12.176514590133742	-2.8873027784442438	COV504
3.869775807510302	11.74124918154721	SK-OV-3
2.3034057971343254	11.956535436430023	SK-OV-3
-13.783548319686965	-2.713679455003692	COV504
5.753179108749316	-12.684206865510895	IGROV-1
5.760281598220751	-12.647793672761871	IGROV-1
11.489188229690477	-4.6998385412311094	IGROV-1
8.147699391494676	-4.594892881593658	IGROV-1
10.749547993789598	-5.703112505159332	IGROV-1
1.8729908820494865	10.189423658170746	SK-OV-3
-14.74833771025093	-1.7785839063739313	COV504
0.9715804215773796	14.262796499052094	SK-OV-3
7.789830243240282	-4.475000284395172	IGROV-1
9.558033978591844	-4.905695818147613	IGROV-1
9.447396313796922	-4.718625448427154	IGROV-1
4.669500386367724	-11.483247659883453	IGROV-1
10.511195218215867	-4.744062803468658	IGROV-1
2.59414151872246	10.940625287809418	SK-OV-3
1.724758898864672	13.406828023710297	SK-OV-3
0.5735041257247184	13.435398198881195	SK-OV-3
-14.897846186508254	-2.1426938993548883	COV504
0.5893826838835929	13.922825910368012	SK-OV-3
3.044604336868212	10.902851201810883	SK-OV-3
2.963650500427172	8.112574674406098	SK-OV-3
0.938904201637194	14.195457555570648	SK-OV-3
1.8231964465483879	12.80570230654721	SK-OV-3
0.9413484689101432	14.296321965971039	SK-OV-3
2.8009908553466056	12.088376142301605	SK-OV-3
1.1598847266539787	14.23663721255307	SK-OV-3
2.5484571811064933	9.34245882205014	SK-OV-3
8.321880375991746	-4.818970583162262	IGROV-1
9.63562110627739	-4.072392366609527	IGROV-1
1.893971955429003	12.427136518278168	SK-OV-3
4.034668004165575	-10.236966036043121	IGROV-1
