tpm_bulk	tpm_pseudobulk	status
4077.6244878611155	10641.666228298194	Correct vs Correct
4077.6244878611155	5657.880774754451	Correct vs Decoy
4077.6244878611155	84.97409418713978	Correct vs Decoy
25477.874326945574	28121.047279843224	Correct vs Correct
25477.874326945574	3561.821700344072	Correct vs Decoy
25477.874326945574	19117.043519440747	Correct vs Decoy
13961.490180806555	66239.77966226396	Correct vs Correct
13961.490180806555	21810.39665072614	Correct vs Decoy
13961.490180806555	20658.39365778178	Correct vs Decoy
370.71961888055193	523.3340670362261	Correct vs Correct
370.71961888055193	7900.493237394229	Correct vs Decoy
370.71961888055193	841.2765001020755	Correct vs Decoy
474.7365723103092	1681.5445760685525	Correct vs Correct
474.7365723103092	83.14709629377518	Correct vs Decoy
474.7365723103092	5165.296805248094	Correct vs Decoy
2977.314410749603	3838.35359794745	Correct vs Correct
2977.314410749603	184.11076896717233	Correct vs Decoy
2977.314410749603	1068.7334285200225	Correct vs Decoy
654.9814922101316	1116.1029602822491	Correct vs Correct
654.9814922101316	2553.5155856102715	Correct vs Decoy
654.9814922101316	10345.754895918746	Correct vs Decoy
12643.458472035798	10746.039443973825	Correct vs Correct
12643.458472035798	5930.66899537541	Correct vs Decoy
12643.458472035798	16549.808471140797	Correct vs Decoy
643.6811716671424	1704.9963481677373	Correct vs Correct
643.6811716671424	26.279399081774113	Correct vs Decoy
643.6811716671424	3365.083784405119	Correct vs Decoy
491.5745620144422	1308.3686849092094	Correct vs Correct
491.5745620144422	3972.3293183220208	Correct vs Decoy
491.5745620144422	1109.973965526442	Correct vs Decoy
2474.5459481506464	1259.9513268855926	Correct vs Correct
2474.5459481506464	269.3114174233404	Correct vs Decoy
2474.5459481506464	4238.681374767824	Correct vs Decoy
1226.14970116981	3255.2826639419027	Correct vs Correct
1226.14970116981	0.507192201011494	Correct vs Decoy
1226.14970116981	134.28321195992754	Correct vs Decoy
0	1.1803055344241853	Correct vs Correct
0	3891.178566160182	Correct vs Decoy
0	2148.5313913588407	Correct vs Decoy
5.2018472170572	38.28177450231738	Correct vs Correct
5.2018472170572	2726.007861534355	Correct vs Decoy
5.2018472170572	0	Correct vs Decoy
637.5978446083013	1907.3737436294832	Correct vs Correct
637.5978446083013	2288.958403164873	Correct vs Decoy
637.5978446083013	5396.978080681581	Correct vs Decoy
1256.3250275464995	731.698080815063	Correct vs Correct
1256.3250275464995	2967.0180218087708	Correct vs Decoy
1256.3250275464995	78.80687056522873	Correct vs Decoy
414.0103353324718	659.5779105914181	Correct vs Correct
414.0103353324718	384.63186727508844	Correct vs Decoy
414.0103353324718	4135.976631004261	Correct vs Decoy
1615.336869248156	3478.6174777264328	Correct vs Correct
1615.336869248156	446.5405276127917	Correct vs Decoy
1615.336869248156	10.492752334146362	Correct vs Decoy
4.6505076551731195	10.364030401109977	Correct vs Correct
4.6505076551731195	1.0064595238821834	Correct vs Decoy
4.6505076551731195	3110.9185392534855	Correct vs Decoy
13126.489891796078	9867.354267786186	Correct vs Correct
13126.489891796078	4744.783040462526	Correct vs Decoy
13126.489891796078	2741.489844170655	Correct vs Decoy
4.012350110223364	1.3770231234948827	Correct vs Correct
4.012350110223364	0	Correct vs Decoy
4.012350110223364	2771.272250931983	Correct vs Decoy
