tpm_bulk	tpm_pseudobulk	status
4888.522797780645	13308.396092576946	Correct vs Correct
4888.522797780645	6575.171301867871	Correct vs Decoy
4888.522797780645	104.86297391065743	Correct vs Decoy
21629.785213780553	34595.202933808716	Correct vs Correct
21629.785213780553	4146.701148864089	Correct vs Decoy
21629.785213780553	22862.201255949614	Correct vs Decoy
65.34911898235615	662.8597428827748	Correct vs Correct
65.34911898235615	9051.723397845437	Correct vs Decoy
65.34911898235615	1250.9453701048697	Correct vs Decoy
3838.380540126757	4834.937170733832	Correct vs Correct
3838.380540126757	218.3639316340938	Correct vs Decoy
3838.380540126757	1301.5166790882179	Correct vs Decoy
4390.665510698759	61422.614037520485	Correct vs Correct
4390.665510698759	19837.914495947214	Correct vs Decoy
4390.665510698759	19133.2860617126	Correct vs Decoy
15563.279996476182	13029.134002481385	Correct vs Correct
15563.279996476182	6776.0601363977685	Correct vs Decoy
15563.279996476182	19401.364455132087	Correct vs Decoy
812.5492612738819	1260.053130211679	Correct vs Correct
812.5492612738819	2796.7394280613094	Correct vs Decoy
812.5492612738819	11456.033699713627	Correct vs Decoy
800.813206631752	2290.3107667994254	Correct vs Correct
800.813206631752	2640.1096720582354	Correct vs Decoy
800.813206631752	6536.963265175014	Correct vs Decoy
7311.907823455949	1195.5775010513298	Correct vs Correct
7311.907823455949	340.2409183532652	Correct vs Decoy
7311.907823455949	3962.0027889417315	Correct vs Decoy
327.57402290017893	1705.6053062766584	Correct vs Correct
327.57402290017893	77.77345510255395	Correct vs Decoy
327.57402290017893	5167.464983927789	Correct vs Decoy
2316.2555495624015	4864.161418515585	Correct vs Correct
2316.2555495624015	644.3052149369042	Correct vs Decoy
2316.2555495624015	15.501483099836319	Correct vs Decoy
107.69556872667467	1990.7916276881401	Correct vs Correct
107.69556872667467	31.707639387964306	Correct vs Decoy
107.69556872667467	3834.3374373418656	Correct vs Decoy
601.9906173188515	1633.2062014853416	Correct vs Correct
601.9906173188515	4649.057843091899	Correct vs Decoy
601.9906173188515	1327.656434903628	Correct vs Decoy
1713.4641196066666	4076.400357082675	Correct vs Correct
1713.4641196066666	0.5982573469427227	Correct vs Decoy
1713.4641196066666	158.66223878655995	Correct vs Decoy
2864.287925762863	1571.4648329323402	Correct vs Correct
2864.287925762863	318.57203724699986	Correct vs Decoy
2864.287925762863	5151.355599529919	Correct vs Decoy
16575.45266202535	12829.70938205519	Correct vs Correct
16575.45266202535	5788.139831670843	Correct vs Decoy
16575.45266202535	3432.210728693171	Correct vs Decoy
0	1.4700325845952666	Correct vs Correct
0	4690.337600030946	Correct vs Decoy
0	2720.3583086967656	Correct vs Decoy
484.97523837370295	705.0643783865049	Correct vs Correct
484.97523837370295	396.6446210230252	Correct vs Decoy
484.97523837370295	4533.879856053107	Correct vs Decoy
48.32493498318776	130.46539188282992	Correct vs Correct
48.32493498318776	1.1965146938854454	Correct vs Decoy
48.32493498318776	3915.0788877465816	Correct vs Decoy
1.380711763661569	44.34353291431622	Correct vs Correct
1.380711763661569	3046.0871076935655	Correct vs Decoy
1.380711763661569	0	Correct vs Decoy
277.8683761533297	349.92655643705734	Correct vs Correct
277.8683761533297	4799.782799080647	Correct vs Decoy
277.8683761533297	399.287809586882	Correct vs Decoy
158.78192956268884	6240.288321606908	Correct vs Correct
158.78192956268884	1611.1070353167524	Correct vs Decoy
158.78192956268884	2110.63330676987	Correct vs Decoy
344.1425710406277	568.0793919909951	Correct vs Correct
344.1425710406277	2688.8377329667187	Correct vs Decoy
344.1425710406277	41.641238915246575	Correct vs Decoy
0	0.7350162922976333	Correct vs Correct
0	0	Correct vs Decoy
0	3122.5397284622813	Correct vs Decoy
