UMAP_1	UMAP_2	pseudotime_glut_T1	pseudotime_glut_T2	pseudotime_gaba	pseudotime_rad_glia	pseudotime_cyc_rad_glia	pseudotime_cr_cells
5.096513924117879	2.1641987080891	NA	NA	NA	NA	39.41028167205061	NA
5.863933262344197	0.6921641941387522	NA	NA	NA	192.26959657815428	NA	NA
4.69765156220992	2.1694913621265757	NA	NA	NA	NA	37.7840501670339	NA
6.169056591506795	0.24465714052508947	NA	NA	NA	188.15972705393227	NA	NA
4.765606579299764	2.326492857487904	NA	NA	NA	NA	36.158553626361254	NA
4.832521137710408	2.3549624200184214	NA	NA	NA	NA	36.429561719939215	NA
3.6743542523344317	2.8408847565967905	NA	NA	NA	NA	25.71712999126115	NA
4.969034847732381	2.183471273930775	NA	NA	NA	NA	39.47483931773326	NA
0.7778598637541093	-3.050516057459606	6.36088514745128	6.111249568675981	NA	NA	NA	NA
5.094687637801961	2.4223850484211313	NA	NA	NA	NA	16.3069531358965	NA
6.374661144729451	0.004613049628244617	NA	NA	NA	181.65848360229484	NA	NA
0.25017839383681195	-3.0310897116344107	8.386122685140908	7.512736960989051	NA	NA	NA	NA
6.181427654739217	0.20571450546573278	NA	NA	NA	190.37511258449376	NA	NA
-2.021236958984538	2.7092269177753794	NA	NA	87.34588059438599	NA	NA	NA
5.1753608555753985	-0.06070765450407388	NA	NA	NA	198.66659995512302	NA	NA
4.041187939163045	3.224970411809193	NA	NA	NA	NA	22.43501215577149	NA
1.4088835091551104	-2.6758763079326284	0.7776176076012782	0.7773769911219601	NA	NA	NA	NA
-0.11982465076844317	2.799684834035145	NA	NA	70.05100068312912	NA	NA	NA
3.810872253890828	3.1653214211780893	NA	NA	NA	NA	23.479563146482363	NA
-2.996458592895671	-1.977959561793102	20.323167374052446	NA	NA	NA	NA	NA
-2.007191958908244	0.4980574066955912	23.257873787206005	NA	NA	NA	NA	NA
-0.22692787933747394	-2.79777901217152	10.382569922302062	NA	NA	NA	NA	NA
-1.3167012064496717	-2.1822127585094107	NA	25.078037528163378	NA	NA	NA	NA
-2.3180237441102705	-2.680528092829479	16.25877695874111	NA	NA	NA	NA	NA
-1.5428710608522138	2.1054042096454966	NA	NA	74.34940266800656	NA	NA	NA
-1.5462052254716596	-1.5138371472041738	13.965074561452713	NA	NA	NA	NA	NA
0.4182301135023393	-2.190955567805065	8.271111109545371	9.058680262880754	NA	NA	NA	NA
-1.5135096936265668	1.5046270604450571	NA	NA	NA	NA	NA	559.2461851691028
-2.573495569709941	-0.13969700380970362	NA	NA	NA	NA	NA	565.4294346888033
-2.982243242744609	-1.8088275675456655	21.66007109091361	NA	NA	NA	NA	NA
-2.2577284007112226	-2.159670043436779	16.922793713116356	NA	NA	NA	NA	NA
-2.000906172279521	-3.5024518255870474	15.784679922632174	NA	NA	NA	NA	NA
4.054624256606893	3.293811869176136	NA	NA	NA	NA	19.42270402738236	NA
5.213804897781209	-0.05114388063360574	NA	NA	NA	199.49186991052218	NA	NA
-1.011488433067008	-1.4582787041347158	NA	24.17889176686819	NA	NA	NA	NA
6.016997036453084	0.4616099114734995	NA	NA	NA	190.078803667419	NA	NA
1.3712856144865313	-2.717090058771862	2.432203249297619	2.3741497440288772	NA	NA	NA	NA
5.955319580550984	0.4663934822399485	NA	NA	NA	190.38249078548773	NA	NA
-0.684772345308467	-2.808514523951305	13.025014703648726	NA	NA	NA	NA	NA
0.2139928908308305	-1.3401941542308462	NA	18.299606472435745	NA	NA	NA	NA
-1.2116271584073743	-0.8256064538638723	NA	23.286133744640342	NA	NA	NA	NA
0.4065765709837236	-2.429401326624645	NA	10.727474971366028	NA	NA	NA	NA
0.2299615712126054	2.6653714890797007	NA	NA	66.2710958330148	NA	NA	NA
-0.19127553987900836	-1.968103456942333	11.184718968142974	NA	NA	NA	NA	NA
-1.0324038742820463	3.5741847272236216	NA	NA	76.27573752098667	NA	NA	NA
-2.6317178635637006	-2.2359775786082876	19.398137833143664	NA	NA	NA	NA	NA
-1.4459233908693037	3.2024622674305308	NA	NA	76.40267704967007	NA	NA	NA
-1.5511947302858076	-3.1444293741862905	14.640885960925624	NA	NA	NA	NA	NA
-3.129677596573039	-1.9988283400218618	20.7990307759596	NA	NA	NA	NA	NA
-1.890703442577525	0.45415816858600255	NA	NA	NA	NA	NA	555.5683730765587
-3.406373086456462	-1.8205534701030386	21.449429814502572	NA	NA	NA	NA	NA
-1.87788212585847	-2.78345696970631	15.691550946329098	NA	NA	NA	NA	NA
-1.7807959346811018	-0.8429140333812368	NA	30.84286212546264	NA	NA	NA	NA
-3.3944752841035566	-2.049807477442516	21.30119989170838	NA	NA	NA	NA	NA
-2.3931115298310957	-2.4620298628490103	17.98741776165685	NA	NA	NA	NA	NA
5.600014385696248	1.1781016106922495	NA	NA	NA	194.53401616118816	NA	NA
-2.6962543158570966	-3.269329715220226	17.746214377748082	NA	NA	NA	NA	NA
0.29160386037428754	1.770411562474476	NA	NA	50.52583985466521	NA	NA	NA
5.445453819747762	0.159446414859997	NA	NA	NA	198.95911619146278	NA	NA
-2.1771097807923994	-1.8192776922862661	22.0136941538331	NA	NA	NA	NA	NA
-0.05665582704941852	-2.8118671660106314	11.025546068567253	8.55261378657012	NA	NA	NA	NA
5.706386265273885	0.06910636305998442	NA	NA	NA	195.37204507047545	NA	NA
3.9051176876982012	2.8992582078297007	NA	NA	NA	NA	22.86259060080381	NA
4.5370036930998126	2.617743563206898	NA	NA	NA	NA	32.82746035882051	NA
5.925284561630086	0.11968236074041007	NA	NA	NA	190.0033850162711	NA	NA
5.833211597915486	0.3581936176140177	NA	NA	NA	192.5041882560064	NA	NA
4.594494995590047	2.935739349873768	NA	NA	NA	NA	17.12600211482756	NA
4.323722061630086	2.5191870446522104	NA	NA	NA	NA	32.251198530161815	NA
5.035567936416463	2.289109062703358	NA	NA	NA	NA	39.485832646377084	NA
4.172449764724568	3.269827198537098	NA	NA	NA	NA	18.46207369811723	NA
5.485479530807332	0.22211008921455022	NA	NA	NA	197.8742362099773	NA	NA
-0.35462796974579913	-3.126565623728527	10.95692122984864	NA	NA	NA	NA	NA
4.227744755264119	3.249835800679432	NA	NA	NA	NA	20.698784392575497	NA
3.4730674595793047	2.698622774632679	NA	NA	NA	NA	24.74721364668181	NA
5.119486507888631	2.159139465840565	NA	NA	NA	NA	40.372877057135604	NA
3.911072430129842	3.08822853520702	NA	NA	NA	NA	24.457478493819355	NA
5.088923153396443	2.237503599675404	NA	NA	NA	NA	39.55100150553387	NA
0.024133858199910097	2.34163052991222	NA	NA	64.37883027883744	NA	NA	NA
0.515297588821248	-2.544125724283947	6.879615038565859	9.97447798659149	NA	NA	NA	NA
6.278098759170369	0.08287650749276755	NA	NA	NA	188.14458263736864	NA	NA
-1.8614842920343122	3.151935648473011	NA	NA	78.17521963069323	NA	NA	NA
-2.1575368075410566	-3.1555277590434683	16.688647006150532	NA	NA	NA	NA	NA
-0.30891990948121173	3.293179583104359	NA	NA	70.77471402084745	NA	NA	NA
-1.6433692603151044	-2.916765141932262	15.548169581703355	NA	NA	NA	NA	NA
-1.8338075904885969	0.5229961390812266	NA	NA	NA	NA	NA	418.70188174477414
-1.528837981704875	3.443988155873524	NA	NA	78.43240588149426	NA	NA	NA
-1.0428203298489294	-2.8778940920512808	14.206389833004241	NA	NA	NA	NA	NA
5.9200813145597735	0.4446971233208048	NA	NA	NA	191.91609218711494	NA	NA
-1.7990709571878156	2.7554383988697397	NA	NA	75.05488121096289	NA	NA	NA
5.213515934463338	-0.010191511062873623	NA	NA	NA	196.71219419572287	NA	NA
6.25566690873702	0.1201712976415026	NA	NA	NA	184.75316021986896	NA	NA
5.606222328658895	0.2878293211777079	NA	NA	NA	195.8540070860768	NA	NA
4.174523052688436	2.625075411351429	NA	NA	NA	NA	30.370768653854668	NA
5.098888096328572	2.198000025304066	NA	NA	NA	NA	38.820048946231296	NA
-2.4066210417787275	-2.780560422388805	17.780049944043316	NA	NA	NA	NA	NA
-0.7449498205224715	-3.113250899760021	12.069116289760647	6.830229359978409	NA	NA	NA	NA
-3.448154750351115	-1.7041949515025747	22.445602598211998	NA	NA	NA	NA	NA
6.3617884488066	-0.05348494991470697	NA	NA	NA	180.71057789646153	NA	NA
-0.6494008927385054	-3.440967011896862	12.924776714978089	NA	NA	NA	NA	NA
-1.33844542789857	3.0629163499195444	NA	NA	75.0770568742073	NA	NA	NA
-0.6718921093980513	-2.7944258932750357	13.50131041068977	NA	NA	NA	NA	NA
-2.901087942604228	-1.3357828144710195	25.22533155644214	NA	NA	NA	NA	NA
-3.006374660019084	-2.6608170752208364	18.993602430382346	NA	NA	NA	NA	NA
0.19671672296126264	3.1673763509113657	NA	NA	68.7589351574498	NA	NA	NA
-1.7370948820153913	-3.421340394465221	15.56547076973881	NA	NA	NA	NA	NA
-0.3671054272691451	-2.7828945402782095	11.236842728690668	NA	NA	NA	NA	NA
-2.8738141684571943	-1.695304203478588	23.593924248932375	NA	NA	NA	NA	NA
-2.649847331527873	-2.392559218851818	18.185884638155564	NA	NA	NA	NA	NA
0.34851234864790814	3.0064726586658823	NA	NA	70.40336985643694	NA	NA	NA
5.606023964401082	0.3169258649666178	NA	NA	NA	195.69700905153383	NA	NA
-0.6253863005677901	-1.788528490511669	11.438823086256889	NA	NA	NA	NA	NA
5.8980194897611895	0.621134173424946	NA	NA	NA	192.5041882560064	NA	NA
-0.80224134314458	-3.48257224604298	13.651940963260785	NA	NA	NA	NA	NA
4.213907894607381	3.3014863248188364	NA	NA	NA	NA	19.16948985212163	NA
5.483049091811971	0.24316648796390172	NA	NA	NA	196.56665342063644	NA	NA
-2.0342022805253706	-3.019576240031017	17.054075478001234	NA	NA	NA	NA	NA
-3.049261632446452	-1.671666312662853	23.089126478615086	NA	NA	NA	NA	NA
-3.376900973800822	-1.9966563467662466	21.11385315778883	NA	NA	NA	NA	NA
4.62123030137618	2.5808697457630503	NA	NA	NA	NA	34.91620558245517	NA
5.586048302169637	0.27613730386088964	NA	NA	NA	195.35658056087655	NA	NA
3.7561623425443926	2.860130381139027	NA	NA	NA	NA	25.884165451513947	NA
0.8611811966856279	-2.8851398710887564	5.334824713574556	5.430634095434037	NA	NA	NA	NA
0.04965966653426068	-1.4134719853084219	NA	21.7214502295989	NA	NA	NA	NA
-3.259344640258952	-1.9853407625835073	21.504674361281122	NA	NA	NA	NA	NA
6.33617227983077	0.042806696446644046	NA	NA	NA	183.96079247774347	NA	NA
-2.6898639826814374	-3.371884751765026	17.727221226792174	NA	NA	NA	NA	NA
-1.6275929837266645	-1.194543886629833	NA	26.24549328943299	NA	NA	NA	NA
-3.4120903639833173	-1.6784555201213491	23.133373097604863	NA	NA	NA	NA	NA
-2.886800351623698	-1.6317871098201406	24.104378306432388	NA	NA	NA	NA	NA
-0.7159576444665633	-3.448924947230114	12.805861008497105	NA	NA	NA	NA	NA
6.3631426663358965	-0.015120017973674557	NA	NA	NA	181.5840429703395	NA	NA
-0.8869260056654654	-1.6085958962123525	NA	23.569731385257096	NA	NA	NA	NA
-0.1896766452829085	-1.1629591469447744	NA	20.854690983090308	NA	NA	NA	NA
-1.6788693695108137	3.1823933835346567	NA	NA	79.34444805103595	NA	NA	NA
-1.686681273464366	-0.6852785830180776	NA	28.821987863910973	NA	NA	NA	NA
5.3990642399748126	-0.1426413093488348	NA	NA	NA	200.76493121242925	NA	NA
4.280460056777791	3.3519902940113413	NA	NA	NA	NA	5.131680676748754	NA
-2.529275837425395	0.2016982252914774	NA	NA	NA	NA	NA	575.6770555296704
0.2804318041761674	1.676358770879017	NA	NA	67.17402285385202	NA	NA	NA
0.7109727234800615	-2.8270890001933706	7.241285070476646	8.19237032592224	NA	NA	NA	NA
-0.18792420912186725	-1.6655202393214834	NA	20.78385019647408	NA	NA	NA	NA
-1.941621127609416	-2.300081420389904	16.49139227571808	NA	NA	NA	NA	NA
0.14700013112624066	2.7524946446735727	NA	NA	68.7312938695192	NA	NA	NA
-1.1317519574205122	-1.1438913826625479	NA	26.45339112716959	NA	NA	NA	NA
-1.1195882065931997	-3.088289428202404	13.405153794503276	NA	NA	NA	NA	NA
-1.2766672401468	-0.9482426528613699	NA	24.597094595410514	NA	NA	NA	NA
-2.7002221970597944	-3.1575116400401724	18.902800670403465	NA	NA	NA	NA	NA
-3.3494198946992597	-2.014176536051525	20.55240028024735	NA	NA	NA	NA	NA
-2.7771479516069135	-2.3469912295024526	18.394232835165262	NA	NA	NA	NA	NA
0.032278952117756776	2.723020147832142	NA	NA	68.9986743967738	NA	NA	NA
-1.0780463992397031	2.748159718068348	NA	NA	71.35334992603478	NA	NA	NA
-3.348718705658122	-2.740903306452526	19.90354196984136	NA	NA	NA	NA	NA
-3.3992503314058027	-2.940553832499279	18.993602430382346	NA	NA	NA	NA	NA
-1.7114481954614362	3.168945621999012	NA	NA	76.80957143124874	NA	NA	NA
-2.066870275024577	-3.291682649103893	16.28742085744972	NA	NA	NA	NA	NA
-1.8221344976464948	-3.5672990564983023	13.84724657362594	NA	NA	NA	NA	NA
-2.381936135772868	-0.8053138737361563	28.244698131039193	NA	NA	NA	NA	NA
-2.518114033226176	0.09957400366853354	NA	NA	NA	NA	NA	590.9224991108209
-3.4060295252839765	-2.695676732508434	20.05523896509914	NA	NA	NA	NA	NA
-1.7380511789361677	3.1520579572040903	NA	NA	78.70572936994996	NA	NA	NA
-1.9549040226976118	-3.4309703592937124	16.061421497787606	NA	NA	NA	NA	NA
-1.3541028230230054	3.250375818761097	NA	NA	75.2707486722539	NA	NA	NA
-2.020409765724345	-1.8806655888240469	14.500293804156835	NA	NA	NA	NA	NA
-1.0125128022174081	-2.6865362410228384	13.07650732704798	NA	NA	NA	NA	NA
-0.5876992671529494	-3.4140099768321646	12.064759932105131	NA	NA	NA	NA	NA
0.22716980886061566	-2.9477342848460806	11.470014279126659	7.281050048252292	NA	NA	NA	NA
-1.8548989920655927	-3.3415302519481314	15.438777089647857	NA	NA	NA	NA	NA
-1.910788002494975	1.7924957986194956	NA	NA	NA	NA	NA	562.1063719883163
-2.294880691055461	-0.12731428786922816	NA	NA	NA	NA	NA	567.1595828886617
-0.17027712154786212	-1.7075323347728384	NA	20.33941239147227	NA	NA	NA	NA
-0.8850238947908126	-2.8038439039867056	13.534125455652898	NA	NA	NA	NA	NA
-2.657126966003581	-0.37043361708332423	26.755951067567292	NA	NA	NA	NA	NA
3.9583031506498614	3.1219487901050913	NA	NA	NA	NA	28.439216024175515	NA
-2.5926700263063154	-1.8308893923442495	21.185837058203937	NA	NA	NA	NA	NA
4.627402004714803	2.2128163094837534	NA	NA	NA	NA	34.8132429711109	NA
-1.3564470140973768	-0.9899701361339224	NA	24.334001537365804	NA	NA	NA	NA
-0.15358627128998859	-1.1706666235606802	NA	20.500601713282425	NA	NA	NA	NA
-1.5571720032731733	-3.2523204569499624	15.022137581884335	NA	NA	NA	NA	NA
-0.6328705875913344	-3.4121762995402944	12.476038241862263	NA	NA	NA	NA	NA
4.584399876113729	2.620786022694813	NA	NA	NA	NA	32.878458259134476	NA
-0.5832480220834456	-3.224621224848522	12.419723144035288	NA	NA	NA	NA	NA
-2.076230946067973	-1.8608674292247427	23.166719368351437	NA	NA	NA	NA	NA
-0.2956652073899947	-2.330035615412487	NA	8.809254476509485	NA	NA	NA	NA
-1.1557946978847227	2.518086981328236	NA	NA	72.45555422405508	NA	NA	NA
-1.1275405465404233	3.3846681828815806	NA	NA	75.50232780711796	NA	NA	NA
-2.608909192566081	-3.313066411463512	18.143385916648135	NA	NA	NA	NA	NA
-1.523074927810832	2.7276368851978647	NA	NA	77.86962810813519	NA	NA	NA
0.4895849795301713	1.6775252337772715	NA	NA	66.088362174554	NA	NA	NA
4.598260578628377	2.162461113484608	NA	NA	NA	NA	34.42327153153169	NA
6.07429951142867	0.08971205011199591	NA	NA	NA	189.14794697266402	NA	NA
-0.32600653458039386	2.6969803090412485	NA	NA	69.68581228040699	NA	NA	NA
-1.1065034820477209	2.2904794926960337	NA	NA	NA	NA	NA	995.1720741856795
-0.4938932685891829	3.2970541234333384	NA	NA	71.52766271117719	NA	NA	NA
-2.967730584625407	-0.11776653274704339	NA	NA	NA	NA	NA	555.5683730765587
-1.745231750492259	3.200831484349476	NA	NA	78.16231366455018	NA	NA	NA
0.32178812932570355	2.8871916051227915	NA	NA	69.96341081647883	NA	NA	NA
-0.37764424372117145	2.6650288815815317	NA	NA	71.10472639498573	NA	NA	NA
0.06852274846632855	-1.305601883379711	NA	17.373331168075545	NA	NA	NA	NA
-2.047057214264079	-3.5380279307048452	16.323795428075854	NA	NA	NA	NA	NA
0.7560867638548173	-2.970987248865856	5.9641655432428555	5.840325995753625	NA	NA	NA	NA
1.482416090484456	-2.7052392248790396	0	0	NA	NA	NA	NA
-0.1909227995912276	2.9389281983692515	NA	NA	70.60887199081955	NA	NA	NA
-3.3917091517488203	-2.5114456896464956	20.8136752270712	NA	NA	NA	NA	NA
-2.629463735107585	-2.179439235178722	21.82399038665229	NA	NA	NA	NA	NA
-0.3149176864663802	3.5494788403828013	NA	NA	73.89203043423771	NA	NA	NA
3.9147412152250567	3.0307985062916147	NA	NA	NA	NA	29.43038523518148	NA
3.429742035384969	3.145993542226063	NA	NA	NA	NA	26.289384171363192	NA
-0.4095313577691756	3.3567655797321665	NA	NA	72.71949459075557	NA	NA	NA
