tool	downsample_percentage	ground_truth_percentile	median_rel_diff_annotated	median_rel_diff_all	mean_rel_diff_annotated	mean_rel_diff_all
FLAIR	30	51	0.7616544686455848	1.0672622054708665	0.9888252675974281	1.1682648139078518
FLAIR	30	54	0.6592972325033369	0.9926012307649701	0.9438166387604047	1.1273187773158166
FLAIR	30	57	0.6318840140983568	0.8609623444661768	0.9038013324514744	1.0726652305334177
FLAIR	30	60	0.5838539609834552	0.8589314685428531	0.867154866324239	1.0921566337480053
FLAIR	30	63	0.5767820623188006	0.8003419310802804	0.8735457188043495	1.0665066050271714
FLAIR	30	66	0.5511279013273865	0.7735462663988741	0.8324558608798921	1.04134515946949
FLAIR	30	69	0.5106534790484993	0.6365788899486773	0.7927975512349054	0.9993893821894942
FLAIR	30	72	0.5279180067304852	0.6678518171525075	0.8318239709002999	1.0012379053600051
FLAIR	30	75	0.48319480640866286	0.5773363099004549	0.7651922532749237	0.9677908927127696
FLAIR	30	78	0.5136353834534726	0.6210135275475914	0.8493815494654209	1.0240576042184864
FLAIR	30	81	0.5037006396493009	0.6568916294454956	0.8717074953230834	1.0578579374825388
FLAIR	30	84	0.5060632482350362	0.6745332979669467	0.8778810587984066	1.0658097393721524
FLAIR	30	87	0.5250410195654954	0.8000844975531549	1.0105337029452	1.1259757870514036
FLAIR	30	90	0.6941113329313534	1.6912474502888137	1.1040631603086046	1.2356183598725616
FLAIR	30	93	2.0	2.0	1.2649555287924006	1.374925271442551
FLAIR	30	99	2.0	2.0	1.4141632452777753	1.4810793599867111
IsoQuant	10	0	2.0	2.0	1.3630052010671172	1.429011704377064
IsoQuant	10	3	1.9539661077645927	2.0	1.3853739965594614	1.452154286671713
IsoQuant	10	6	2.0	2.0	1.3563730168903483	1.4230216262798105
IsoQuant	10	9	1.6163765496318208	1.812939632962615	1.2772806690592011	1.3494594416371766
IsoQuant	10	12	1.0242580126285565	1.3619453097450174	1.1205881874370527	1.2069495915508184
IsoQuant	10	15	0.9990309556215903	1.2650483260124719	1.0679714683433825	1.1708803736304851
