UMAP_1	UMAP_2	Clta_logcounts	Clta_204_logcounts	Clta_206_logcounts
4.381385502334432	2.7071617360432016	0.9003837915514	0	0.5193217182754511
-0.046060564998789855	1.8738034482319224	0	0	0
-0.5280768303910933	2.042151522191273	0	0	0
-0.16834163952271564	3.22769386723827	0	0	0
-0.7156880228559218	3.0660320039112436	0	0	0
0.7117277951200761	-2.9335526709239614	0	0	0
4.45857160996993	2.4956839795429575	0.47708122518429374	0.47708122518429374	0
-2.871933522705241	-3.158739018885387	0.5783979752943872	0	0.3179929650903633
6.218362984176473	0.24897032633613225	1.366698068132659	0.005613071998206249	0.8347524516334284
0.765278753753499	-3.0568022017161978	1.0174164568380464	1.0174164568380464	0
3.5734626622160235	3.003490280659901	0	0	0
5.120731052871541	2.27363736584972	1.1835654530522601	0	0.7098968273064687
-1.1912021218578062	3.0563693757374155	0	0	0
-3.3168788580934248	-2.865943360773815	0	0	0
-2.692963305000468	-2.242983746973766	0.7590709343102914	0.7590709343102914	0
-0.153334322456523	1.8779235596973765	0	0	0
-0.888209822658702	3.502276730092274	1.187943587428134	1.187943587428134	0
-1.841944876197978	-3.270608592478527	0.7006840804775415	0	0.39246869958169595
-0.20441288042466266	2.191770147832142	0	0	0
-0.9237129642407141	-3.230246234385265	0	0	0
5.1564986081083575	2.174041819127308	0	0	0
-1.5183906583825788	-3.18026511713673	0	0	0
-2.406807723526164	-2.80080955073048	0	0	0
-1.5907613663713178	3.4902685399372446	0	0	0
4.729458984847859	2.273139309437977	0.600879743677622	0	0.3314994988447581
0.11937015962202924	2.4560442681629526	1.540413931761244	0.2520255613920423	0.2520255613920423
-0.10315442371766192	3.312742065938221	0	0	0
4.421910938735799	2.579688381703602	0.5587964042053885	0	0
1.1846224636991778	-2.7944888357799185	0	0	0
-0.22393304396073443	-2.3535336737315786	0	0	0
5.6068841786344805	1.1657247062046396	0	0	0
5.256059822555379	1.6225368495304453	0.6476232038457913	0	0.35985013445328773
-0.7327550976316176	-2.8618814234416616	0	0	0
-1.1084650411049566	-3.5686020140330923	0	0	0
5.61471527528365	0.18816023722480413	0.7393554060160763	0	0.4165315955313974
-3.007588687423869	-1.6098508124034536	0	0	0
-3.2059064536134443	-3.0658675913493765	0	0	0
-3.1989606051484785	-2.827895093409313	0	0	0
-2.230385604385539	-2.592142272440685	0	0	0
-3.4511836199800214	-2.735729384867443	0	0	0
-3.3323205142060957	-2.9282380823772085	1.103661562906579	1.103661562906579	0
-1.4323069779912672	-2.108170676676525	0	0	0
-0.08641350555817706	1.9572652097065317	0	0	0
-1.5196579723397932	2.678232025655018	0	0	0
-0.18952620315949542	-2.2776970152537954	0	0	0
-2.6030574469606123	-3.3304151777904165	0	0	0
-0.27260631609360797	2.9539540524799692	0	0	0
-1.6806915431062421	2.5687199349720347	0	0	0
5.789680656905965	0.18539662316630956	0	0	0
-2.1554507641832075	-3.3963376764934194	0	0	0
-3.2903915076295576	-2.824019837824596	1.3360270201545588	1.3360270201545588	0
0.10158222627241986	3.2779408212025034	0	0	0
-3.1919577746431074	-3.072275090662731	0.5071741455513771	0.5071741455513771	0
-2.238255920890971	-2.0366441492717398	0	0	0
3.5451657147367754	3.111428808720814	0	0	0
-1.0065914868156156	-3.5610665564220083	0.9705420025297931	0.9705420025297931	0
-1.9242578773538312	2.6647680516559946	0	0	0
-0.2380523710290633	3.550832819493519	0	0	0
6.35044640016158	0.0382300115395653	0	0	0
-2.5822234778444013	-1.7483375553767813	0	0	0
4.972916302200154	0.05126647494922755	0	0	0
3.3886081547697344	3.1665983910877573	0	0	0
-3.4014688162843427	-1.747920203654064	0	0	0
-1.026704984788104	3.3470872159321177	0	0	0
4.646249947067098	2.2041331048328745	1.5122040503137557	0	0.5490418990516317
5.414673027511434	-0.1228992824237478	1.233686608608062	0	0.7448807993312313
5.805354294296102	0.7241769547779429	0.4006609842865836	0	0.21419482052253463
-2.8698173193971357	-1.749420094935192	0	0	0
-2.799764814857646	-0.026756766883624813	0	0	0
0.14142638158400433	2.4951859231312143	0	0	0
4.285848793502645	3.2769342179615366	0	0	0
-1.7817727952043256	-2.1621548418681753	0	0	0
-2.664834919456645	-2.111400533167614	0.7167771840374868	0	0
-3.429384055618449	-1.9793693308513296	0.6546057395025385	0.15683297070942492	0.15683297070942492
-2.0145857958833417	2.496003937276112	0	0	0
0.23642581414778607	2.2135225053150522	2.0288134691701387	1.3450247233489623	0.8238901581918079
-1.034479091946288	3.2440059895832407	1.2457123476760914	1.2457123476760914	0
0.7639631600340165	-1.691023755518688	0	0	0
-1.5962638287584028	-0.8767388348262442	0	0	0
-2.6203057198564252	-1.2898226265590322	0.4331175051132549	0.4331175051132549	0
-1.8576654820481977	-0.808248150793804	0.7312225622468426	0	0
-0.4600945739785872	-1.3067654852550161	0	0	0
0.6476795048673906	-1.4077365879695547	0	0	0
5.538659748550252	1.272384595425831	0	0	0
-1.9202573328057966	-3.361241269556774	0	0	0
4.439891037460164	2.564532589467274	0	0	0
-1.5038314490358076	2.8283465619404184	0	0	0
6.281775173660115	0.12769492373059865	0.3616476182836831	0	0.19212626615085854
-3.109735789779826	-2.95677034899403	0.5837722694213134	0.5837722694213134	0
-1.1160111232439718	-2.6589974646251333	1.0787479648180374	0.6379358056019476	0
-1.5028615622560224	2.596740078480946	0	0	0
3.92486160707076	3.2156337018329966	0	0	0
-1.4990945487062177	-0.9241383557002676	0.943962070878896	0.939218498830625	0.001300944441680138
-0.43463915872971637	-3.3240584616344107	1.1593848489450482	1.1593848489450482	0
4.2367884488066	3.3065918202717173	0	0	0
-1.108715514723464	-3.2158710245769155	0.9444153879225053	0	0.5481450548998994
-1.596049907688304	-2.097689080683483	1.3079898962071301	0.37316670181253747	0.37316670181253747
-0.13048333216111285	1.917616438420521	1.5227276917607424	0.4590828031639849	0.4590828031639849
-1.7515690951387128	2.437966656239735	0	0	0
5.137300190444783	-0.16324800595451716	0	0	0
-2.3520229487458906	-0.21597279950786952	0	0	0
-1.6670621066133222	3.002512049229847	0	0	0
5.538184818740682	0.23348991230319616	0	0	0
5.626353916641072	0.4596681113560068	0.2819997592032101	0	0.14787915616478076
6.374041733260945	-0.016933951226962826	0	0	0
0.7424202532728471	-2.9928607229869497	1.0519468742860716	0.44124472907305706	0
-0.7217549114267073	-3.1129349951427114	1.0847644986588694	0.24712327260734898	0.24712327260734898
-3.2728508143464765	-2.1281844858806265	0	0	0
-1.7838963298837385	1.9361407275516855	0	0	0
4.5649787754972735	2.5159168954212534	0	0	0
0.2775130839308061	-1.6258719448726309	0	0	0
-0.5522310762445174	-2.541987586466564	0.7140853802990791	0.4007799447429005	0.21426250861129884
0.0450466246565141	-1.1381325010936392	0	0	0
-1.2111295639316282	-0.7508028630893362	0	0	0
5.103130039687947	2.3065942044575083	1.3138591570633285	0	0.45576951320727443
4.005357918258504	3.111267160924183	0	0	0
3.9884306759794512	2.800231766255604	0	0	0
5.917112526412801	0.256530057938801	0.53418829532379	0	0.29167849864066075
5.9978987545927325	0.4909876699764597	0.7487990756743238	0	0.4224447919078918
4.846947845931844	2.50170452550243	0	0	0
5.389537510391072	1.6087594743091929	0	0	0
6.308895763870076	0.009700644129918792	0	0	0
6.243802723403768	0.12158566370795844	0.5333045326914735	0	0.2911557968098069
5.771756824966268	0.821064126046406	0	0	0
5.096513924117879	2.1641987080891	0	0	0
5.863933262344197	0.6921641941387522	0.8566652734261967	0	0.4910053242735678
4.69765156220992	2.1694913621265757	0	0	0
6.169056591506795	0.24465714052508947	0.5964196896284681	0	0.3288133209227968
4.765606579299764	2.326492857487904	0	0	0
4.832521137710408	2.3549624200184214	0.41321481175864505	0.2213511675989733	0.07761897963178936
3.6743542523344317	2.8408847565967905	0	0	0
4.969034847732381	2.183471273930775	0.7093925274551545	0	0.39786618585265027
0.7778598637541093	-3.050516057459606	0.9141579805349156	0.9141579805349156	0
5.094687637801961	2.4223850484211313	0	0	0
6.374661144729451	0.004613049628244617	0	0	0
0.25017839383681195	-3.0310897116344107	1.5189952675149037	1.5189952675149037	0
6.181427654739217	0.20571450546573278	0.6739974856736182	0	0.37600565026868715
-2.021236958984538	2.7092269177753794	0	0	0
5.1753608555753985	-0.06070765450407388	0	0	0
4.041187939163045	3.224970411809193	0	0	0
1.4088835091551104	-2.6758763079326284	0	0	0
-0.11982465076844317	2.799684834035145	1.7048697142283706	0	1.0908517084459777
3.810872253890828	3.1653214211780893	0	0	0
-2.996458592895671	-1.977959561793102	0.9001783860824892	0.9001783860824892	0
-2.007191958908244	0.4980574066955912	0.910778954216529	0.910778954216529	0
-0.22692787933747394	-2.79777901217152	0	0	0
-1.3167012064496717	-2.1822127585094107	0	0	0
-2.3180237441102705	-2.680528092829479	0.7811181763780491	0.19369915451552971	0.19369915451552971
-1.5428710608522138	2.1054042096454966	0	0	0
