tool	ground_truth_percentile	TPR_annotated	TPR_unannotated	TPR_all	FDR_all	F1_all
ESPRESSO + StringTie2	60	0.924198250728863	0.6547231270358306	0.8408862034239678	0.040229885057471264	0.8964036500268384
ESPRESSO + StringTie2	63	0.9268635724331927	0.6819787985865724	0.8571428571428571	0.034013605442176874	0.908315565031983
ESPRESSO + StringTie2	66	0.9478021978021978	0.6830188679245283	0.877139979859013	0.025727069351230425	0.9231584525702172
ESPRESSO + StringTie2	69	0.951856946354883	0.700374531835206	0.8843058350100603	0.033003300330033	0.9238045191802418
ESPRESSO + StringTie2	72	0.9608865710560626	0.7444933920704846	0.9114688128772636	0.023706896551724137	0.9427679500520292
ESPRESSO + StringTie2	75	0.9733333333333334	0.7325102880658436	0.9144008056394763	0.014115092290988056	0.9487983281086729
ESPRESSO + StringTie2	78	0.9731457800511509	0.8301886792452831	0.9426559356136821	0.016789087093389297	0.9625064201335388
ESPRESSO + StringTie2	81	0.9733688415446072	0.8223140495867769	0.9365558912386707	0.013785790031813362	0.9607438016528925
ESPRESSO + StringTie2	84	0.9896103896103896	0.8035714285714286	0.9476861167002012	0.00946372239747634	0.9686375321336761
ESPRESSO + StringTie2	87	0.9861635220125786	0.8693467336683417	0.9627766599597586	0.008290155440414507	0.9770290964777948
ESPRESSO + StringTie2	90	0.9948914431673053	0.8904761904761904	0.972809667673716	0.005149330587023687	0.9837067209775967
ESPRESSO + StringTie2	93	0.99375	0.8865979381443299	0.9728370221327968	0.006166495375128468	0.9832231825114387
ESPRESSO + StringTie2	99	0.997539975399754	0.9005524861878453	0.9798792756539235	0.005107252298263534	0.9873289406994424
FLAIR	0	0.11561561561561562	0.057926829268292686	0.096579476861167	0.010309278350515464	0.1759853345554537
FLAIR	3	0.11578947368421053	0.05167173252279635	0.09456740442655935	0.0	0.17279411764705882
FLAIR	6	0.11946902654867257	0.047619047619047616	0.09667673716012085	0.0	0.1763085399449036
FLAIR	9	0.23394495412844038	0.09411764705882353	0.18611670020120724	0.0106951871657754	0.31329381879762913
FLAIR	12	0.26851851851851855	0.10115606936416185	0.21026156941649898	0.009478672985781991	0.34688796680497924
FLAIR	15	0.3491827637444279	0.159375	0.2880161127895267	0.45	0.3780568407138136
FLAIR	18	0.4105754276827372	0.1452991452991453	0.31690140845070425	0.3674698795180723	0.4222520107238606
FLAIR	21	0.4777777777777778	0.162534435261708	0.36253776435045315	0.34306569343065696	0.4672290720311486
FLAIR	24	0.47527910685805425	0.16621253405994552	0.3611670020120724	0.2762096774193548	0.4818791946308725
FLAIR	27	0.5680379746835443	0.19060773480662985	0.4305835010060362	0.2478031634446397	0.5476647472808701
FLAIR	30	0.6019736842105263	0.19480519480519481	0.44410876132930516	0.19672131147540983	0.5719844357976653
FLAIR	33	0.6227272727272727	0.2275449101796407	0.48993963782696176	0.27421758569299554	0.584984984984985
FLAIR	36	0.6381987577639752	0.2808022922636103	0.5125881168177241	0.2830985915492958	0.5977686435701702
FLAIR	39	0.7027463651050081	0.2693333333333333	0.5392354124748491	0.20474777448071216	0.6426858513189448
FLAIR	42	0.6636085626911316	0.25882352941176473	0.5251509054325956	0.21739130434782608	0.6285370258880193
FLAIR	45	0.7242424242424242	0.3123123123123123	0.5861027190332326	0.215633423180593	0.6708933717579251
FLAIR	48	0.7397660818713451	0.26129032258064516	0.5905432595573441	0.14306569343065692	0.699225729600953
FLAIR	51	0.7544378698224852	0.305993690851735	0.6112789526686808	0.2247765006385696	0.6835585585585585
FLAIR	54	0.7531734837799718	0.30526315789473685	0.6247484909456741	0.18717277486910994	0.7064846416382252
FLAIR	57	0.791023842917251	0.3416370106761566	0.6639839034205232	0.18719211822660098	0.7308970099667774
FLAIR	60	0.7813411078717201	0.28338762214983715	0.6273917421953675	0.19509043927648578	0.7051499717034522
FLAIR	63	0.7974683544303798	0.31095406360424027	0.6589537223340041	0.20024420024420025	0.7225592939878654
FLAIR	66	0.8118131868131868	0.2679245283018868	0.6666666666666666	0.22025912838633688	0.7187839305103149
FLAIR	69	0.8211829436038515	0.3146067415730337	0.6851106639839034	0.20536756126021002	0.7358184764991896
FLAIR	72	0.7992177314211213	0.30837004405286345	0.6871227364185111	0.1945754716981132	0.741585233441911
FLAIR	75	0.8226666666666667	0.3045267489711934	0.6958710976837865	0.18801410105757932	0.7494577006507592
FLAIR	78	0.7762148337595908	0.25	0.6639839034205232	0.24311926605504589	0.707395498392283
FLAIR	81	0.7523302263648469	0.2603305785123967	0.6324269889224572	0.23693803159173754	0.6916299559471366
FLAIR	84	0.7493506493506493	0.22321428571428573	0.630784708249497	0.270081490104773	0.6767404209390178
FLAIR	87	0.6553459119496855	0.3015075376884422	0.5845070422535211	0.3283236994219653	0.6250672404518558
FLAIR	90	0.5925925925925926	0.18095238095238095	0.5055387713997986	0.3725	0.5599553820412716
FLAIR	93	0.465	0.13402061855670103	0.40040241448692154	0.48578811369509045	0.4502262443438914
FLAIR	99	0.36900369003690037	0.143646408839779	0.32796780684104626	0.5453277545327755	0.3810637054354179
IsoQuant + StringTie2	0	0.5315315315315315	0.003048780487804878	0.35714285714285715	0.008379888268156424	0.5251479289940828
IsoQuant + StringTie2	3	0.5428571428571428	0.0060790273556231	0.36519114688128773	0.00819672131147541	0.5338235294117647
IsoQuant + StringTie2	6	0.5353982300884956	0.006349206349206349	0.3675730110775428	0.008152173913043478	0.5363703159441587
IsoQuant + StringTie2	9	0.6284403669724771	0.047058823529411764	0.4295774647887324	0.013856812933025405	0.598458304134548
IsoQuant + StringTie2	12	0.7283950617283951	0.046242774566473986	0.4909456740442656	0.010141987829614604	0.65635507733692
IsoQuant + StringTie2	15	0.7845468053491828	0.0625	0.5518630412890232	0.012612612612612612	0.7080103359173127
IsoQuant + StringTie2	18	0.8040435458786936	0.09971509971509972	0.5553319919517102	0.017793594306049824	0.7095115681233933
IsoQuant + StringTie2	21	0.8603174603174604	0.09917355371900827	0.5820745216515609	0.01867572156196944	0.7307206068268015
IsoQuant + StringTie2	24	0.8692185007974481	0.1444141689373297	0.6016096579476862	0.009933774834437087	0.7484355444305382
IsoQuant + StringTie2	27	0.8955696202531646	0.19337016574585636	0.6398390342052314	0.01088646967340591	0.7770311545510079
IsoQuant + StringTie2	30	0.8980263157894737	0.18181818181818182	0.6203423967774421	0.004846526655896607	0.7642679900744417
IsoQuant + StringTie2	33	0.9106060606060606	0.27844311377245506	0.6981891348088531	0.01977401129943503	0.8155111633372503
IsoQuant + StringTie2	36	0.9114906832298136	0.3467048710601719	0.7129909365558912	0.012552301255230125	0.8280701754385965
IsoQuant + StringTie2	39	0.9466882067851373	0.35733333333333334	0.7243460764587525	0.01639344262295082	0.8342989571263036
IsoQuant + StringTie2	42	0.9327217125382263	0.38823529411764707	0.7464788732394366	0.024967148488830485	0.8455840455840455
IsoQuant + StringTie2	45	0.9606060606060606	0.47147147147147145	0.796576032225579	0.02706027060270603	0.875968992248062
IsoQuant + StringTie2	48	0.9517543859649122	0.5193548387096775	0.8169014084507042	0.020506634499396863	0.8908392759188152
IsoQuant + StringTie2	51	0.9541420118343196	0.5899053627760252	0.837865055387714	0.03143189755529686	0.8984881209503239
IsoQuant + StringTie2	54	0.9562764456981664	0.6070175438596491	0.8561368209255533	0.039503386004514675	0.9053191489361702
IsoQuant + StringTie2	57	0.9663394109396914	0.6156583629893239	0.8672032193158954	0.0400890868596882	0.9112050739957717
IsoQuant + StringTie2	60	0.9650145772594753	0.6416938110749185	0.865055387713998	0.03156708004509583	0.9138297872340425
IsoQuant + StringTie2	63	0.9789029535864979	0.6819787985865724	0.8943661971830986	0.050213675213675216	0.9212435233160622
IsoQuant + StringTie2	66	0.9848901098901099	0.6754716981132075	0.9023162134944612	0.04477611940298507	0.928016571724495
IsoQuant + StringTie2	69	0.9889958734525447	0.6704119850187266	0.903420523138833	0.0507399577167019	0.9257731958762887
IsoQuant + StringTie2	72	0.9869621903520208	0.7180616740088106	0.9255533199195171	0.030558482613277135	0.9469891919711786
IsoQuant + StringTie2	75	0.984	0.7037037037037037	0.9154078549848943	0.03400637619553666	0.9400206825232679
IsoQuant + StringTie2	78	0.9910485933503836	0.7405660377358491	0.937625754527163	0.038183694530443756	0.9495669893020886
IsoQuant + StringTie2	81	0.9906790945406125	0.7396694214876033	0.9295065458207452	0.035527690700104496	0.9466666666666667
IsoQuant + StringTie2	84	0.990909090909091	0.78125	0.9436619718309859	0.021897810218978103	0.9605734767025089
IsoQuant + StringTie2	87	0.989937106918239	0.8391959798994975	0.959758551307847	0.017507723995880537	0.9709923664122138
IsoQuant + StringTie2	90	0.9910600255427842	0.8047619047619048	0.9516616314199395	0.012539184952978056	0.9692307692307692
