UMAP_1	UMAP_2	Celf2_logcounts	Celf2_i12_A5_psi	Celf2_i12_A3_psi
4.381385502334432	2.7071617360432016	0.9003837915514	0	0
-0.046060564998789855	1.8738034482319224	0	0	0
-0.5280768303910933	2.042151522191273	1.582581055363298	0	0
-0.16834163952271564	3.22769386723827	1.6704542826851823	0	0
-0.7156880228559218	3.0660320039112436	0	0	0
0.7117277951200761	-2.9335526709239614	0	0	0
4.45857160996993	2.4956839795429575	0	0	0
-2.871933522705241	-3.158739018885387	0.9901419766047013	0	0
6.218362984176473	0.24897032633613225	0	0	0
0.765278753753499	-3.0568022017161978	1.0174164568380464	0	0
3.5734626622160235	3.003490280659901	0	0	0
5.120731052871541	2.27363736584972	0.7098968273064687	1	0
-1.1912021218578062	3.0563693757374155	0	0	0
-3.3168788580934248	-2.865943360773815	0.6505669075313419	0.21428571428571427	0.4999999999999999
-2.692963305000468	-2.242983746973766	1.9144120611582214	5.6876409644279166e-5	0.025243646800406312
-0.153334322456523	1.8779235596973765	1.310691813340498	0	0
-0.888209822658702	3.502276730092274	1.830480609615451	0	0
-1.841944876197978	-3.270608592478527	1.1702779559774095	0.003818896051189472	0.49285693435637556
-0.20441288042466266	2.191770147832142	1.8562239352938388	0	0
-0.9237129642407141	-3.230246234385265	1.6545657533087368	8.846939047576078e-4	0.0022117347618940196
5.1564986081083575	2.174041819127308	0.4599187301468429	0	0
-1.5183906583825788	-3.18026511713673	1.7012776220067556	0.25	0
-2.406807723526164	-2.80080955073048	1.586664641720006	0.12339756515006389	0.3083725384189574
-1.5907613663713178	3.4902685399372446	0	0	0
4.729458984847859	2.273139309437977	0	0	0
0.11937015962202924	2.4560442681629526	1.540413931761244	0.18181818181818182	0.45454545454545464
-0.10315442371766192	3.312742065938221	0	0	0
4.421910938735799	2.579688381703602	0	0	0
1.1846224636991778	-2.7944888357799185	1.6187600508524191	0.08333333333333333	0.25
-0.22393304396073443	-2.3535336737315786	2.3669458436390154	0.0034293552812071307	0.003086419753086418
5.6068841786344805	1.1657247062046396	0	0	0
5.256059822555379	1.6225368495304453	0	0	0
-0.7327550976316176	-2.8618814234416616	1.5625041987280885	0.5	0
-1.1084650411049566	-3.5686020140330923	1.8851412765504985	0.1264374067552457	0.4428094177653268
5.61471527528365	0.18816023722480413	0	0	0
-3.007588687423869	-1.6098508124034536	1.4008278447041302	0	0
-3.2059064536134443	-3.0658675913493765	0.9746393358586212	0	0
-3.1989606051484785	-2.827895093409313	1.0465841018696065	0.0011649255496456509	0.001553234066194201
-2.230385604385539	-2.592142272440685	0.6950790959413391	0	0
-3.4511836199800214	-2.735729384867443	1.1942048313785263	0.0016741071428571425	0.9960937499999999
-3.3323205142060957	-2.9282380823772085	1.103661562906579	2.939447383891829e-4	0.034897155516380174
-1.4323069779912672	-2.108170676676525	3.0982124682671595	6.886830919830084e-8	1.721707729957521e-7
-0.08641350555817706	1.9572652097065317	2.8718232092887526	0	0.6666666666666666
-1.5196579723397932	2.678232025655018	0	0	0
-0.18952620315949542	-2.2776970152537954	1.7185938056990506	0	0
-2.6030574469606123	-3.3304151777904165	0	0	0
-0.27260631609360797	2.9539540524799692	0	0	0
-1.6806915431062421	2.5687199349720347	0	0	0
5.789680656905965	0.18539662316630956	0.9266272755773506	1	0
-2.1554507641832075	-3.3963376764934194	0	0	0
-3.2903915076295576	-2.824019837824596	0.4658573066330185	0.17647058823529413	0.29411764705882354
0.10158222627241986	3.2779408212025034	1.0259604790599357	0	1
-3.1919577746431074	-3.072275090662731	1.6352055089459645	2.243141587632475e-8	0.255789897177508
-2.238255920890971	-2.0366441492717398	1.403435647841192	0.0036072229840156725	0.5931278426578276
3.5451657147367754	3.111428808720814	1.0330133975578917	0	0
-1.0065914868156156	-3.5610665564220083	1.955584329039293	0.002067147042702005	0.00826858817080802
-1.9242578773538312	2.6647680516559946	0	0	0
-0.2380523710290633	3.550832819493519	0	0	0
6.35044640016158	0.0382300115395653	0	0	0
-2.5822234778444013	-1.7483375553767813	1.6152022284584322	0	0.49999999999999994
4.972916302200154	0.05126647494922755	0.3528362676245604	0	0
3.3886081547697344	3.1665983910877573	0	0	0
-3.4014688162843427	-1.747920203654064	1.4068414784209495	1.835454749923235e-4	0.25024472729998976
-1.026704984788104	3.3470872159321177	0	0	0
4.646249947067098	2.2041331048328745	0	0	0
5.414673027511434	-0.1228992824237478	0	0	0
5.805354294296102	0.7241769547779429	0.5657618007200013	0	0
-2.8698173193971357	-1.749420094935192	0.8930496275549524	0	0.5
-2.799764814857646	-0.026756766883624813	0	0	0
0.14142638158400433	2.4951859231312143	0	0	0
4.285848793502645	3.2769342179615366	0.7699330286828794	0	0
-1.7817727952043256	-2.1621548418681753	0.7434915527678712	0	0.5
-2.664834919456645	-2.111400533167614	0.7167771840374868	0	0
