tpm_bulk	tpm_pseudobulk	status
395.03831871691557	512.0712819709696	Correct vs Correct
395.03831871691557	651.7162385045589	Correct vs Decoy
395.03831871691557	765.5147453499269	Correct vs Decoy
688.4953554780528	1337.3612152883672	Correct vs Correct
688.4953554780528	183.17235653988203	Correct vs Decoy
688.4953554780528	161.762987811404	Correct vs Decoy
5767.5594532669675	3362.9792039300696	Correct vs Correct
5767.5594532669675	1371.0411579637523	Correct vs Decoy
5767.5594532669675	2798.9898800094447	Correct vs Decoy
158.01532748676624	76.24401381459106	Correct vs Correct
158.01532748676624	22.798276135865148	Correct vs Decoy
158.01532748676624	1201.7846215685618	Correct vs Decoy
124.15490016817344	58.72849712745527	Correct vs Correct
124.15490016817344	27.515160853630352	Correct vs Decoy
124.15490016817344	1183.8109562561838	Correct vs Decoy
406.3251278231131	1092.1439816684663	Correct vs Correct
406.3251278231131	311.3143913725034	Correct vs Decoy
406.3251278231131	1627.433695557155	Correct vs Decoy
2212.2145848147265	1211.661624945393	Correct vs Correct
2212.2145848147265	466.97158705875506	Correct vs Decoy
2212.2145848147265	62.09084380639747	Correct vs Decoy
191.87575480535898	941.7166030613001	Correct vs Correct
191.87575480535898	0	Correct vs Decoy
191.87575480535898	1236.914967406392	Correct vs Decoy
90.29447284958069	485.2828446847619	Correct vs Correct
90.29447284958069	515.7127291423288	Correct vs Decoy
90.29447284958069	1037.5706793963789	Correct vs Decoy
1343.1302836375128	1512.5163821597253	Correct vs Correct
1343.1302836375128	327.8234878846816	Correct vs Decoy
1343.1302836375128	182.18760748456106	Correct vs Decoy
124.15490016817344	761.4098136349024	Correct vs Correct
124.15490016817344	471.6884717765203	Correct vs Decoy
124.15490016817344	29.411452329346176	Correct vs Decoy
733.6425919028432	768.6220852119583	Correct vs Correct
733.6425919028432	2263.3185170743363	Correct vs Decoy
733.6425919028432	828.4225739432507	Correct vs Decoy
1196.4017652569441	2959.091995614939	Correct vs Correct
1196.4017652569441	3280.593321205699	Correct vs Decoy
1196.4017652569441	5421.511046042812	Correct vs Decoy
22.57361821239517	122.60861680995046	Correct vs Correct
22.57361821239517	694.1682009644458	Correct vs Decoy
22.57361821239517	104.57405272656416	Correct vs Decoy
1647.8741295048476	7024.7525160524565	Correct vs Correct
1647.8741295048476	17507.50377743851	Correct vs Decoy
1647.8741295048476	5917.420811707066	Correct vs Decoy
417.6119369293107	919.0494638191244	Correct vs Correct
417.6119369293107	515.7127291423288	Correct vs Decoy
417.6119369293107	1441.978148924889	Correct vs Decoy
857.7974920710167	2975.5771877910665	Correct vs Correct
857.7974920710167	4597.390304915151	Correct vs Decoy
857.7974920710167	1723.8379004144565	Correct vs Decoy
891.6579193896092	150.4273786071661	Correct vs Correct
891.6579193896092	0	Correct vs Decoy
891.6579193896092	1167.4712605176578	Correct vs Decoy
180.58894569916137	870.6242118017492	Correct vs Correct
180.58894569916137	1561.2888415802822	Correct vs Decoy
180.58894569916137	1709.1321742497835	Correct vs Decoy
0	23.6974637531837	Correct vs Correct
0	0	Correct vs Decoy
0	1173.190154026142	Correct vs Decoy
1422.1379473808959	994.2631531227074	Correct vs Correct
1422.1379473808959	21.225981229943407	Correct vs Decoy
1422.1379473808959	134.80248984283662	Correct vs Decoy
22.57361821239517	25.758112775199677	Correct vs Correct
22.57361821239517	1028.2808684728143	Correct vs Decoy
22.57361821239517	28.594467542419896	Correct vs Decoy
2370.2299123014927	2002.9508493995268	Correct vs Correct
2370.2299123014927	686.3067264348371	Correct vs Decoy
2370.2299123014927	1656.8451478865013	Correct vs Decoy
1027.0996286639804	994.2631531227074	Correct vs Correct
1027.0996286639804	14.936801606256477	Correct vs Decoy
1027.0996286639804	146.2402768598046	Correct vs Decoy
1151.254528832154	5331.9293444663335	Correct vs Correct
1151.254528832154	15724.521354123264	Correct vs Decoy
1151.254528832154	7612.664244579101	Correct vs Decoy
474.0459824602986	983.9599080126277	Correct vs Correct
474.0459824602986	157.22949059217342	Correct vs Decoy
474.0459824602986	175.65172918915073	Correct vs Decoy
146.7285183805686	394.6142877160591	Correct vs Correct
146.7285183805686	1269.6281365318007	Correct vs Decoy
146.7285183805686	149.50821600750973	Correct vs Decoy
22.57361821239517	65.94076870451119	Correct vs Correct
22.57361821239517	6.289179623686938	Correct vs Decoy
22.57361821239517	791.6582585315679	Correct vs Decoy
4954.90919762074	2598.4784167621433	Correct vs Correct
4954.90919762074	1018.060951584323	Correct vs Decoy
4954.90919762074	1601.290182375514	Correct vs Decoy
2358.9431031952963	4356.21203254177	Correct vs Correct
2358.9431031952963	1617.1053107405037	Correct vs Decoy
2358.9431031952963	1830.0459227148733	Correct vs Decoy
158.01532748676624	708.863263573495	Correct vs Correct
158.01532748676624	104.55761124379532	Correct vs Decoy
158.01532748676624	753.2599735460327	Correct vs Decoy
180.58894569916137	805.7137676082459	Correct vs Correct
180.58894569916137	0	Correct vs Decoy
180.58894569916137	0	Correct vs Decoy
3115.1593133105334	3864.747240790959	Correct vs Correct
3115.1593133105334	1584.8732651691084	Correct vs Decoy
3115.1593133105334	1047.3744968394944	Correct vs Decoy
1275.4094290003272	1171.4789690160812	Correct vs Correct
1275.4094290003272	153.2987533273691	Correct vs Decoy
1275.4094290003272	668.2935557056993	Correct vs Decoy
553.0536462036816	1184.8731876591853	Correct vs Correct
553.0536462036816	2795.540342728843	Correct vs Decoy
553.0536462036816	638.8821033763529	Correct vs Decoy
925.518346708202	916.9888147971086	Correct vs Correct
925.518346708202	17.29524396513908	Correct vs Decoy
925.518346708202	151.95917036828857	Correct vs Decoy
880.3711102834118	1091.1136571574584	Correct vs Correct
880.3711102834118	320.74816080803373	Correct vs Decoy
880.3711102834118	1144.595686483722	Correct vs Decoy
282.17022765493965	782.0163038550621	Correct vs Correct
282.17022765493965	14.936801606256477	Correct vs Decoy
282.17022765493965	30.22843711627246	Correct vs Decoy
835.2238738586213	330.73416803356383	Correct vs Correct
835.2238738586213	361.62782836199887	Correct vs Decoy
835.2238738586213	930.5456723090359	Correct vs Decoy
1647.8741295048476	1047.840027695123	Correct vs Correct
1647.8741295048476	209.11522248759064	Correct vs Decoy
1647.8741295048476	1182.176986682331	Correct vs Decoy
79.00766374338312	457.4640828875463	Correct vs Correct
79.00766374338312	588.8244422676895	Correct vs Decoy
79.00766374338312	81.69847869262827	Correct vs Decoy
846.5106829648189	862.3816157136852	Correct vs Correct
846.5106829648189	2937.83303171476	Correct vs Decoy
846.5106829648189	1136.4258386144593	Correct vs Decoy
1738.168602354428	2055.497399460934	Correct vs Correct
1738.168602354428	5681.487642548187	Correct vs Decoy
1738.168602354428	4454.201058322094	Correct vs Decoy
2618.5397126378402	2868.4234386462363	Correct vs Correct
2618.5397126378402	1558.9303992213997	Correct vs Decoy
2618.5397126378402	2951.766035164659	Correct vs Decoy
1162.5413379383513	7220.5141731439735	Correct vs Correct
1162.5413379383513	17769.29087927448	Correct vs Decoy
1162.5413379383513	6222.9731220174945	Correct vs Decoy
259.59660944254443	496.6164143058498	Correct vs Correct
259.59660944254443	1612.3884260227383	Correct vs Decoy
259.59660944254443	487.73991779499073	Correct vs Decoy
27065.768236661817	21257.65531111679	Correct vs Correct
27065.768236661817	17760.64325729191	Correct vs Decoy
27065.768236661817	22301.23372872674	Correct vs Decoy
45666.42964367544	66858.7878438193	Correct vs Correct
45666.42964367544	24361.137272351352	Correct vs Decoy
45666.42964367544	108113.23082352884	Correct vs Decoy
5688.5517895235835	990.1418550786758	Correct vs Correct
5688.5517895235835	465.39929215283337	Correct vs Decoy
5688.5517895235835	1343.939974493735	Correct vs Decoy
33.860427318592755	3.090973533023961	Correct vs Correct
33.860427318592755	510.9958444245637	Correct vs Decoy
33.860427318592755	0.8169847869262825	Correct vs Decoy
1365.7039018499079	1209.6009759233768	Correct vs Correct
1365.7039018499079	1335.6645225805132	Correct vs Decoy
1365.7039018499079	558.00060947065106	Correct vs Decoy
440.1855551417059	1575.3661773312122	Correct vs Correct
440.1855551417059	5565.92396696294	Correct vs Decoy
440.1855551417059	2534.286809045329	Correct vs Decoy
7065.542500479689	4682.824902531301	Correct vs Correct
7065.542500479689	5410.266771276689	Correct vs Decoy
7065.542500479689	4020.3821364642376	Correct vs Decoy
3036.1516495671513	817.0473372293337	Correct vs Correct
3036.1516495671513	1849.8049568169201	Correct vs Decoy
3036.1516495671513	373.36204762531116	Correct vs Decoy
541.7668370974841	1008.6876962768192	Correct vs Correct
541.7668370974841	731.9032787065673	Correct vs Decoy
541.7668370974841	1376.6193659707865	Correct vs Decoy
0	344.12838667666773	Correct vs Correct
0	234.2719409823384	Correct vs Decoy
0	586.595077013071	Correct vs Decoy
2742.694612806014	3959.537095803694	Correct vs Correct
2742.694612806014	8855.951057604167	Correct vs Decoy
2742.694612806014	2740.166975350752	Correct vs Decoy
507.9064097788914	388.43234065001116	Correct vs Correct
507.9064097788914	177.66932436915602	Correct vs Decoy
507.9064097788914	963.2250637860872	Correct vs Decoy
2212.2145848147265	2746.845146347293	Correct vs Correct
2212.2145848147265	1619.4637530993864	Correct vs Decoy
2212.2145848147265	2103.735826335178	Correct vs Decoy
948.0919649205972	1509.425408626701	Correct vs Correct
948.0919649205972	309.74209646658164	Correct vs Decoy
948.0919649205972	476.30213077802273	Correct vs Decoy
948.0919649205972	1081.8407365583864	Correct vs Correct
948.0919649205972	905.6418658109191	Correct vs Decoy
948.0919649205972	1250.8037087841387	Correct vs Decoy
2618.5397126378402	1645.4282440797554	Correct vs Correct
2618.5397126378402	952.8107129885709	Correct vs Decoy
2618.5397126378402	642.1500425240581	Correct vs Decoy
327.31746407973003	599.6488654066486	Correct vs Correct
327.31746407973003	0	Correct vs Decoy
327.31746407973003	270.42196447259954	Correct vs Decoy
485.33279156649627	788.1982509211101	Correct vs Correct
485.33279156649627	934.7293215704711	Correct vs Decoy
485.33279156649627	60.45687423254492	Correct vs Decoy
33.860427318592755	166.9125707832939	Correct vs Correct
33.860427318592755	2.3584423588826016	Correct vs Decoy
33.860427318592755	855.3830719118179	Correct vs Decoy
1354.4170927437103	1993.677928800455	Correct vs Correct
1354.4170927437103	3407.1630611323985	Correct vs Decoy
1354.4170927437103	5322.655886824731	Correct vs Decoy
1320.5566654251177	1585.6694224412922	Correct vs Correct
1320.5566654251177	2054.989442039707	Correct vs Decoy
1320.5566654251177	2069.422465284274	Correct vs Decoy
3002.2912222485575	4628.217703447877	Correct vs Correct
3002.2912222485575	7561.16620257762	Correct vs Decoy
3002.2912222485575	2450.1373759919215	Correct vs Decoy
891.6579193896092	779.9556548330462	Correct vs Correct
891.6579193896092	66.03638604871284	Correct vs Decoy
891.6579193896092	634.7971794417217	Correct vs Decoy
711.0689736904479	1118.932418954674	Correct vs Correct
711.0689736904479	1724.0213643431816	Correct vs Decoy
711.0689736904479	2883.139313062851	Correct vs Decoy
3182.8801679477197	9347.10396386446	Correct vs Correct
3182.8801679477197	7841.0346958316895	Correct vs Decoy
3182.8801679477197	8767.06374850594	Correct vs Decoy
2449.2375760448767	4786.887678143109	Correct vs Correct
2449.2375760448767	9127.958076328629	Correct vs Decoy
2449.2375760448767	3089.836464155201	Correct vs Decoy
293.4570367611372	721.2271577055909	Correct vs Correct
293.4570367611372	1924.4889648482026	Correct vs Decoy
293.4570367611372	678.914357935741	Correct vs Decoy
2697.547376381224	1445.5452889442058	Correct vs Correct
2697.547376381224	2909.5317234081695	Correct vs Decoy
2697.547376381224	861.9189502072282	Correct vs Decoy
22.57361821239517	28.84908630822364	Correct vs Correct
22.57361821239517	586.4659999088069	Correct vs Decoy
